onset	duration	trial_type	wav_onset	sample	value
24.0361	1.4700	overt	19.7700	24613	またひらり
26.2261	1.0200	overt	21.9600	26856	糖さじ
30.5161	2.3400	overt	26.2500	31248	スープを口に流し込み
33.8761	4.2300	overt	29.6100	34689	お顔を横に向けお勝手の窓の
42.3661	3.4200	overt	38.1000	43383	サンをニ主戦を送り
48.2161	2.1600	overt	43.9500	49373	そしてお顔を横に向けたまま
51.6961	1.8900	overt	47.4300	52937	またひらりと一さじ
54.8161	2.9400	overt	50.5500	56132	スープを小さなお唇の間に
59.0161	1.0800	overt	54.7500	60432	すべれ込ませた
61.5961	4.4100	overt	57.3300	63074	ひらりという形容はお母様の場合決して誇張ではない
66.9961	7.1700	overt	62.7300	68604	婦人雑誌などに出ているお食事のいただき方などとは点でまるで違っていらっしゃる
74.9161	3.0000	overt	70.6500	76714	弟の直路がいつかお酒を飲みながら
79.6261	3.9600	overt	75.3600	81537	姉の私に向かってこういったことがある
86.0461	1.1100	overt	81.7800	88111	作為があるから
94.0861	2.3400	overt	89.8200	96344	遺族だというわけにはいかないんだぜ
97.7461	5.1000	overt	93.4800	100092	借意がなくても転職というものを持っている立派な家族の
106.4161	2.9400	overt	102.1500	108970	俺たちのように尺位だけは持っていても
110.4061	1.2600	overt	106.1400	113056	結局どころか
112.3261	1.7100	overt	108.0600	115022	船民に近いものもいる
123.0961	4.7100	overt	118.8300	126050	なんてのはと直樹の学友の白色の
129.1261	2.6700	overt	124.8600	132225	お名前を挙げてあんなのは全く
132.8161	2.7600	overt	128.5500	136004	新宿の遊郭の客引き番頭よりも
136.6561	3.1800	overt	132.3900	139936	もっと下痢てる感じじゃねえか
141.8761	3.7200	overt	137.6100	145281	この間も柳とやはり弟の学友で
146.5261	3.6000	overt	142.2600	150043	主宿の五十何の方のお名前を挙げての
151.3861	2.7300	overt	147.1200	155019	姉貴の結婚式に安築症
155.0461	2.5800	overt	150.7800	158767	タキシーとなんか来て何だってまた
158.1661	2.5800	overt	153.9000	161962	タキシードなんかを着てくる必要があるん
170.1061	1.6200	overt	165.8400	174189	それはまたいいとして
172.9861	2.4300	overt	168.7200	177138	ケーブルスピーチの時にあの野郎
176.4661	2.9100	overt	172.2000	180701	ございまするという不可思議な言葉を
180.4861	2.1000	overt	176.2200	184818	使ったのにはゲットなった
183.6361	2.4600	overt	179.3700	188043	木取るということは上品ということと
186.9661	2.9100	overt	182.7000	191453	全然無関係なさましい強制だ
192.3961	1.1700	overt	188.1300	197014	高騰
196.1761	2.2200	overt	191.9100	200884	景色と書いてある
198.9061	2.1600	overt	194.6400	203680	看板が本郷辺に
201.6061	4.8900	overt	197.3400	206445	よくあったものだけれども実際家族なんてものの大部分は
208.0261	5.0100	overt	203.7600	213019	高等ごこじきとでも言ったようなものなんだ
214.3861	1.1100	overt	210.1200	219531	親の貴族は
216.2461	3.3000	overt	211.9800	221436	あんな顔頭みたいな下手な毛取り方なんか
222.6961	3.0000	overt	218.4300	228041	俺たちの一族でも本物の貴族は
229.2961	2.0100	overt	225.0300	234799	まあまあ暗いのものだろう
232.9261	3.8400	overt	228.6600	238516	あれは本物だよかなわねえところがあるスープの
240.6661	2.7600	overt	236.4000	246442	方にしても私たちなら
245.2261	3.3900	overt	240.9600	251112	お皿の上に少しうつむき
249.8161	3.9600	overt	245.5500	255812	そしてスプーンを横に持ってスープを
255.3061	3.9300	overt	251.0400	261433	スプーンを横にしたまま口元に運んで
260.1661	1.5000	overt	255.9000	266410	いただくのだけれども
263.1961	4.2000	overt	258.9300	269513	お母様は左手のお指を軽くテーブルの縁に
268.8361	2.4300	overt	264.5700	275288	かけて上体をかがめることもなく
272.1361	1.6500	overt	267.8700	278667	お顔をちゃんと上げて
275.0461	3.2700	overt	270.7800	281647	お皿をろくに身もせずスプーンを横にして
279.4861	3.3300	overt	275.2200	286194	さっと救ってそれからツバメ
306.5461	1.7700	overt	302.2800	313903	人でも形容したいくらいに
309.3361	1.8000	overt	305.0700	316760	軽く鮮やかにスプーンを
317.7661	2.3700	overt	313.5000	325392	直角になるように持ち運んで
328.8061	2.2200	overt	324.5400	336697	お唇の間に流し込むのである
334.2961	4.3200	overt	330.0300	342319	無心層にあちこち畳などなさりながら
339.6061	4.7100	overt	335.3400	347757	ひらりひらりとまるで小さな翼のようにスプーンを
351.0361	2.8500	overt	346.7700	359461	スープを一滴もこぼしになることもないし
355.1161	1.7100	overt	350.8500	363639	おともお皿の音も
357.6661	1.7400	overt	353.4000	366250	とも盾にならぬのだ
