onset	duration	trial_type	wav_onset	sample	value
44.5783	1.7700	overt	44.6400	53494	したいことは何ですか
47.0383	1.7700	overt	47.1000	56446	お話ししたいことがありますか
50.8783	6.8400	overt	50.9400	61054	ワルハラさん来てくれたんだ大したことではないワルハラさんとはあまり話できてなかった気がして
59.0083	6.1500	overt	59.0700	70810	それでねお互いに情報を交換するのはどうだいきなり私について聞いてきたなぜ
87.1783	4.3500	overt	87.2400	104614	信頼ないみたいだなちなみに私は招待状持ってるよ
94.0783	5.7900	overt	94.1400	112894	そういえばバルハラさんは招待書を見せてくれたが他の人のは見られなかったね
105.9883	2.7900	overt	106.0500	127186	性質の華々しいバニラが
109.2883	3.5400	overt	109.3500	131146	ワルハラさんの立場を考えなかったみたいだね
113.6083	6.7200	overt	113.6700	136330	あれが本物の招待状なのかその招待状は私のものとどこが違く見えるけど
123.4183	5.8200	overt	123.4800	148102	これが私の招待書私はバルハラさんから盗もうとは考えてないから安心してね
137.0083	1.1400	overt	137.0700	164410	いいえ大丈夫です
139.9183	1.0200	overt	139.9800	167902	それでは私
144.8683	5.6100	overt	144.9300	173842	私から始めよう私はアンジラ先ほど言った通り首都で探偵の仕事をしている
159.1183	2.3400	overt	159.1800	190942	出走事件から終金まで
165.2383	1.7700	overt	165.3000	198286	さまざまな仕事をしているよ
168.5683	3.0900	overt	168.6300	202282	今は単純な失踪事件の依頼を受けている
180.2983	3.8400	overt	180.3600	216358	では次はバルハラさんのお話を聞かせてほしいね
188.2483	3.5700	overt	188.3100	225898	分かりましただから私は
192.6583	1.5000	overt	192.7200	231190	何を教えたらいいか
198.7483	1.9500	overt	198.8100	238498	私は薬剤師です
202.0183	3.1200	overt	202.0800	242422	それさっき話しなかった話すことが
206.6983	1.7100	overt	206.7600	248038	話すことがないのか
211.4383	3.2400	overt	211.5000	253726	それじゃあ家族について聞かせてくれるかな
215.2183	3.0900	overt	215.2800	258262	私は師匠とニ人で暮らしていました
219.2683	1.0200	overt	219.3300	263122	いましたとは
221.7283	7.2000	overt	221.7900	266074	家を出て師匠と暮らしか薬剤術に対する情熱がすごいね完璧な交換だった
229.8883	3.7500	overt	229.9500	275866	ありがとうあんじらの信頼を少し得たようだ
234.9583	3.7500	overt	235.0200	281950	このまま終わるのはもったいないだろうもう一回やってみようか
241.5883	5.3400	overt	241.6500	289906	私は最近王室の薬剤師試験を受けました
247.9483	6.0600	overt	248.0100	297538	すごいねこれでサン番目の好意薬剤師になるのではないか
255.6883	1.5600	overt	255.7500	306826	サン番目の行為
264.0283	1.9500	overt	264.0900	316834	こういう薬剤師を知らないのか
267.0883	5.3100	overt	267.1500	320506	バルハラさんもしかして荒野で暮らしていたのかそれをどうして分かりましたか
273.2383	3.4500	overt	273.3000	327886	マジか冗談だったけどこりゃまあいい
279.8683	6.7800	overt	279.9300	335842	王室薬剤師の中でも優秀な人材は好意薬剤師という職位を受けるみたいだ
290.6083	6.9300	overt	290.6700	348730	工学と魔法が発達したこの時代で錬金術を受け継ぐ人は珍しいからね
307.7683	8.4000	overt	307.8300	369322	そして今までこういう薬剤師になったはたったニ人だけだっただからバルハラさんがサン番目になることを
316.8583	1.2300	overt	316.9200	380230	励ましていたのさ
319.0183	3.3600	overt	319.0800	382822	これを言葉で説明するなんてどこか恥ずかしい
324.0283	2.8200	overt	324.0900	388834	師匠と一緒に
327.6583	6.2100	overt	327.7200	393190	一生を荒野に住んでいたからか私は修道のことに関しては何も知らないんだ
335.2183	7.8600	overt	335.2800	402262	行為薬剤師かもし王室薬剤師試験に合格したらそこまで進むことができただろうか
344.3083	1.4700	overt	344.3700	413170	もう私の番か
349.0783	3.8700	overt	349.1400	418894	私にはたくさんの妹と弟がいた
353.9683	1.5600	overt	354.0300	424762	意外って顔だね
357.5083	6.0600	overt	357.5700	429010	私の話はこれでおしまいティーパーティーまで招待状を失わないように気をつけてね
366.3283	3.9300	overt	366.3900	439594	すべきことを全て終えた今日目覚めたあの家に帰ろう
376.5283	1.3200	overt	376.5900	451834	白い飾り棚だ
395.5183	4.2000	overt	395.5800	474622	ララが階段の方で忙しく荷物を探しているララね
403.2283	3.2700	overt	403.2900	483874	ララさん何してるんですか
407.3683	2.4600	overt	407.4300	488842	落ち着いてください私ですバルハラ
410.9083	2.2800	overt	410.9700	493090	ワルハラ様がなぜここに
413.6983	3.1500	overt	413.7600	496438	ミカイラさんから聞かれなかったんですか
424.2283	4.0800	overt	424.2900	509074	ティーパーティーまで私もララさんとここで過ごすことになりました
634.7983	9.2400	overt	634.8600	761758	相談忘れてましたともかく何かなくしたものでもありますかそれが招待状を探していて招待状ですか
645.0283	6.3000	overt	645.0900	774034	私の招待状です私も招待状持ってたんですけどでもここに置いてきてしまって
652.9483	4.0200	overt	653.0100	783538	確かにララさんと白さんは先ほど招待状を提示できなかった
658.3183	8.3400	overt	658.3800	789982	本物の招待状は合計でゴ枚人はナナ人しかしどちらかイチ人は本物の招待状を持っていなければならない
667.6183	2.2500	overt	667.6800	801142	どちらが嘘をついているのだろうか
675.5683	5.2800	overt	675.6300	810682	バルハラ様信じてください私は本当に招待状を持っているんです
682.1983	2.2500	overt	682.2600	818638	ララさんちょっと落ち着いて
685.7683	4.2000	overt	685.8300	822922	ララが忙しくポケットを探すその時ボケットから何かが落ちた
696.6283	1.3500	overt	696.6900	835954	これはあの
698.7883	2.7300	overt	698.8500	838546	それが何でもないです気にしないでください
704.6083	2.0400	overt	704.6700	845530	ワルハラ様大丈夫ですか
707.8483	1.3200	overt	707.9100	849418	さっきのは一体
709.7083	5.9400	overt	709.7700	851650	頭が痛いあの時計は何だったのかよく思い出せないでも必ず取り戻さないといけない
716.8183	4.9800	overt	716.8800	860182	時計をもう一度見せていただきますかだからそれがこれは
725.3083	1.2600	overt	725.3700	870370	時計がニ個
727.2583	1.2600	overt	727.3200	872710	一つのはずなのに
729.8683	2.0100	overt	729.9300	875842	一つは一体何だろう
