name	x	y	z
EEG001	-31	95	0
EEG002	0	100	0
EEG003	31	95	0
EEG004	-59	81	-0
EEG005	-46	86	23
EEG006	46	86	23
EEG007	59	81	-0
EEG008	-81	59	0
EEG009	-71	67	23
EEG010	-57	70	44
EEG011	-30	74	60
EEG012	0	71	71
EEG013	30	74	60
EEG014	57	70	44
EEG015	71	67	23
EEG016	81	59	0
EEG017	-95	31	-0
EEG018	-88	36	33
EEG019	-69	38	62
EEG020	-37	41	83
EEG021	-0	38	92
EEG022	37	41	83
EEG023	69	38	62
EEG024	88	36	33
EEG025	95	31	-0
EEG026	-100	0	0
EEG027	-92	0	38
EEG028	-71	0	71
EEG029	-38	0	92
EEG030	0	0	100
EEG031	38	0	92
EEG032	71	0	71
EEG033	92	0	38
EEG034	100	0	0
EEG035	-95	-31	-0
EEG036	-88	-36	33
EEG037	-69	-38	62
EEG038	-37	-41	83
EEG039	0	-38	92
EEG040	37	-41	83
EEG041	69	-38	62
EEG042	88	-36	33
EEG043	95	-31	-0
EEG044	-81	-59	0
EEG045	-71	-67	23
EEG046	-57	-70	44
EEG047	-30	-74	60
EEG048	-0	-71	71
EEG049	30	-74	60
EEG050	57	-70	44
EEG051	71	-67	23
EEG052	81	-59	0
EEG053	-59	-81	-0
EEG054	-46	-86	23
EEG055	0	-92	38
EEG056	46	-86	23
EEG057	59	-81	-0
EEG058	-31	-95	0
EEG059	-0	-100	0
EEG060	31	-95	0
EEG061	-84	49	-24
EEG062	84	49	-24
EEG063	-87	0	-50
EEG064	87	0	-50
