onset	duration	trial_type	wav_onset	sample	value
44.3368	2.0700	overt	39.8700	45401	サインのハムやソーセージなども
47.3068	2.7600	overt	42.8400	48442	よいと指先でつまんで召し上がることさえ
53.0968	2.7300	overt	48.6300	54371	おむすびがどうしておいしいのだか
59.8168	3.0000	overt	55.3500	61252	人の指でねぎり締めて作るからですよと
63.3268	1.2600	overt	58.8600	64847	おっしゃったこともある
65.6368	5.3700	overt	61.1700	67212	本当に手で食べたらおいしいだろうなと私も思うことがあるけれど
71.5768	2.3400	overt	67.1100	73295	私のような高等小磁器が
74.8168	1.8900	overt	70.3500	76612	下手にまねしてそれをやったら
77.5768	2.2800	overt	73.1100	79439	それこそ本物のこじきの図になって
80.4568	2.2800	overt	75.9900	82388	しまいそうな気もするので我慢している
83.5768	4.4100	overt	79.1100	85583	弟の直樹でさえままにはかなわねえと言っているがつくづく私も
88.5868	1.9500	overt	84.1200	90713	お母様のマネは困難で
91.5868	2.5500	overt	87.1200	93785	絶望みたいなものさえ感じることがある
96.7468	4.4400	overt	92.2800	99069	西方町のおうちの奥庭で
103.1368	3.0300	overt	98.6700	105612	秋の初めの月のいい夜であったが
107.2768	3.9900	overt	102.8100	109851	私はお母様とニ人でお池の橋のアザマヤや
113.5768	1.2000	overt	109.1100	116303	お付き見をして
119.4568	2.6100	overt	114.9900	122324	キツネの嫁入りとネズミの嫁入りとは
128.5468	5.3400	overt	124.0800	131632	この支度がどう違うかなど笑いながら話し合っているうちに
134.4268	2.4000	overt	129.9600	137653	お母様はつとお立ちになって
139.6468	1.0200	overt	135.1800	142998	橋の
141.8368	2.4600	overt	137.3700	145241	萩の茂みの奥へお入りに
144.9868	3.7800	overt	140.5200	148466	それからハゲの白い花の間から
149.7568	1.2600	overt	145.2900	153351	もっと鮮やかに
151.7068	1.9800	overt	147.2400	155348	白いお顔をお出しになって
155.0968	1.8900	overt	150.6300	158819	少し笑って和子屋
157.8568	4.0800	overt	153.3900	161645	お母様が今何をなさっているか当ててごらんとおっしゃった
162.9568	5.3100	overt	158.4900	166868	お花を覆っていらっしゃると申し上げたら小さい声を上げてお笑いになり
169.3168	1.5300	overt	164.8500	173380	おしっこよとおっしゃった
172.2268	5.0700	overt	167.7600	176360	ちょっともしゃがんでいらっしゃらないのには驚いたがけれども
178.0168	2.0700	overt	173.5500	182289	私などにはとても真似られない
181.4668	2.1300	overt	177.0000	185822	芯から可愛らしい感じがあった
184.7368	1.6800	overt	180.2700	189170	へさのスープのことから
189.2968	2.0100	overt	184.8300	193840	随分脱線しちゃったけれど
196.9768	1.6800	overt	192.5100	201704	この間ある本で読んで
199.2568	2.6100	overt	194.7900	204039	ルイ王朝の頃の球人たちは
204.9568	3.2400	overt	200.4900	209876	宮殿のお庭やそれから廊下の隅などで
209.0368	2.6100	overt	204.5700	214054	平気でお宿をしていたということを知る
212.7868	2.3100	overt	208.3200	217894	その無心さが本当に顔いらしく
215.9068	1.5900	overt	211.4400	221089	私のお母様なども
224.2168	1.3500	overt	219.7500	229598	そのような本物の
226.5268	1.4400	overt	222.0600	231963	貴婦人の最後の
228.5368	1.3800	overt	224.0700	234022	一人なのではなかろう
230.6968	1.1400	overt	226.2300	236234	かと考えた
234.7768	1.1400	overt	230.3100	240411	今朝は
236.5168	3.7200	overt	232.0500	242193	スープを一さじお添えになって
240.8968	2.1000	overt	236.4300	246678	小さい声を上げになったので
243.9568	2.4600	overt	239.4900	249812	髪の毛と尋ねるといいえ
252.8968	1.0500	overt	248.4300	258966	答えになる
255.8068	3.1500	overt	251.3400	261946	塩辛かったかしら今朝のスープは
267.2968	2.0700	overt	262.8300	273712	アメリカから配給になった
272.6668	2.3100	overt	268.2000	279211	グリーンピースを裏ごしして
282.4168	2.5200	overt	277.9500	289195	私がポタージュみたいに作ったもので
286.2268	2.4000	overt	281.7600	293096	もともとお料理には自信がないので
289.6768	2.0700	overt	285.2100	296629	お母様にいい絵と言われても
294.3868	2.4900	overt	289.9200	301452	なおもハラハラしてそうだ
298.2868	1.6500	overt	293.8200	305446	そうたズネタ
304.7968	4.6500	overt	300.3300	312112	お母様は真面目にそういうスープを済まして
310.4068	4.0200	overt	305.9400	317857	それからおのりで包んだおむすびを手でつまんで
315.3268	1.0200	overt	310.8600	322895	お上がりになった
317.6968	1.6200	overt	313.2300	325322	私は小さい時から
320.1568	1.8300	overt	315.6900	327841	朝ごはんがおいしくなく
324.4168	1.8000	overt	319.9500	332203	ジュー時頃にならなければ
327.0568	2.3700	overt	322.5900	334906	お腹が少ないのでその時も
330.3568	2.8800	overt	325.8900	338285	スープだけはどうやら済ましたけれども
334.3168	1.5900	overt	329.8500	342340	食べるのが大義で
337.1068	1.8000	overt	332.6400	345197	おむすびをお皿にのせて
340.1068	1.5000	overt	335.6400	348269	それに橋を突っ込み
343.1968	1.9200	overt	338.7300	351434	ぐしゃぐしゃにかわしてそれから
