onset	duration	trial_type	wav_onset	sample	value
6.9375	2.5200	overt	7.0500	8325	聞いたことに答えていただいていません
10.4475	9.7800	overt	10.5600	12537	断水した地域では今朝から小学校や人工透析の患者を受け入れている病院で給水者による給水が行われています
21.0975	1.6800	overt	21.2100	25317	よく伝わってきます
23.5275	6.8100	overt	23.6400	28233	何かやる気が出ないとかそういうぐらいのことでもみんなちょっとつまずくことって何かしら
31.1475	3.9900	overt	31.2600	37377	生きていればあるけど間違ってないって言いたいですし
35.9475	8.9700	overt	36.0600	43137	一人じゃないって伝わればいいなって思うのでより多くの方々になんかいろんなものを問わず見ていただきたいなって思います
45.9375	11.7600	overt	46.0500	55125	ただ朝鮮労働党内の肩掛けが最高幹部とまでは言えないヨジュン氏がどれほど大きな権限を持っているのかをめぐっては味方が分かれています
58.5975	7.6800	overt	58.7100	70317	突っ込んできた車の運転手は近くに車を止めると考え事をしていたと謝罪をしてきたということです
66.9375	4.6200	overt	67.0500	80325	はい平屋に戦えようかってそういう話をしたんですよ
72.2775	1.8900	overt	72.3900	86733	一緒に暮らしていたニ人は
74.8275	3.1200	overt	74.9400	89793	翌年ニ回目のマラソンとなる代表
79.1475	5.3400	overt	79.2600	94977	太らないためには運動やバランスの取れた食事も大切なことを忘れずに
85.3875	7.7700	overt	85.5000	102465	滞在先へと向かう車へ乗り込む前にはマポさんが笑顔でおじぎをしたり手を振ったりする姿もありました
94.1175	5.7900	overt	94.2300	112941	あとはキュー回抑えの山崎安明で逃げ切るだけ
100.4175	8.3700	overt	100.5300	120501	レパートリー結構ありますねそしてさらにこの土もうカラカラと乾いていますけどいいんですか
109.5075	2.7300	overt	109.6200	131409	ナスは飛跡地大の乱切りにしました
113.1675	7.9500	overt	113.2800	135801	このジュー日間で攻撃の被害を受けたイネルギー関連施設はヨンジューゴに上るということです
122.0175	6.9600	overt	122.1300	146421	自民党は先月ニジューロク日日本の国防政策を大転換させる提言をまとめた
129.8775	3.1500	overt	129.9900	155853	どうやったらそんなにすぐに覚えられるんだろう
133.6875	12.2400	overt	133.8000	160425	千葉県が今年ニ月に開設した新型コロナウイルスの臨時医療施設は介護の必要な高齢者を中心にこれまでヒャク人以上を受け入れました
146.9175	2.2800	overt	147.0300	176301	もう一個難しい方をやってよ
149.9775	6.3300	overt	150.0900	179973	続いてはSNSアプリでのメッセージで冷める原因だったかもというエピソード
157.0275	4.0200	overt	157.1400	188433	それでただ寺はやっぱり修行するための場ですから
161.9175	1.5900	overt	162.0300	194301	マジで真剣です
164.0175	1.4400	overt	164.1300	196821	さらに他のダブも
166.3275	5.4300	overt	166.4400	199593	ニ人にも来ていただきました最近お孫さんにデレデレだそうで
172.8075	6.4800	overt	172.9200	207369	ちょっとどうにかして将来もシーフードを食べ続けられるようにしてくれないかな
180.1875	8.5800	overt	180.3000	216225	さらに高さサンメートルほどのロフトが設けられ災害時に子どもたちの荷物などを避難させることができます
189.7575	11.3400	overt	189.8700	227709	状況によっては下がるかもしれませんけれども先ほど渡辺勤務さんの物価が上昇することと賃金が上昇することが好循環になっていくと
201.9975	4.9500	overt	202.1100	242397	太平洋戦争中日本は天気予報を公表しなくなったんですよ
207.9975	6.9000	overt	208.1100	249597	たったこれだけでプロのスタイリストがコーディネートした自分好みの服が自宅に届くんです
215.6775	14.6100	overt	215.7900	258813	そしてまたWBCでヨン試合に投げて相当自信をつけて帰ってきていると思うので去年よりももう一回り成長した大勢軍を出してくれるのではないかという気がします
231.1575	4.5900	overt	231.2700	277389	そのトラックに段ボールや袋がつにつにと運び込まれていく
236.6175	4.4100	overt	236.7300	283941	ホテルはニセンサンジューロク年までに徐々に建て替えを予定
243.2475	4.1700	overt	243.3600	291897	急な激しい雨や落雷突風にご注意ください
248.3475	2.4300	overt	248.4600	298017	一体どんなやり取りだったんでしょうか
252.0075	3.6000	overt	252.1200	302409	バスタブクレンジング銀イオンプラスは除菌も
256.5375	8.7000	overt	256.6500	307845	ヒョウライたち比を中央に持ってきて敵を分断し真と京の左右でこれを徹底的に戦こう
266.0475	1.6500	overt	266.1600	319257	つまりこういうこと
268.2675	5.3400	overt	268.3800	321921	中でも気をつけなければいきない知見体があると医師は指摘しました
274.4475	2.7900	overt	274.5600	329337	石の砦が完全に倒れています
278.1375	4.0800	overt	278.2500	333765	こちらは明日午前ロク時からのシミュレーションです
282.9975	6.4500	overt	283.1100	339597	その内容がキャサリン妃の事前活動が多大な影響を与えているというドキュメンタリー
290.0775	3.0000	overt	290.1900	348093	教授の女子とかって金もらえないのか
296.0475	4.1100	overt	296.1600	355257	山盛り持ってガッて食べててほしいなっていうのはあります
300.7575	3.9300	overt	300.8700	360909	得点はキュー点台連発で乳に浮上する
309.9975	1.8600	overt	310.1100	371997	まとめをお願いします
312.8475	2.8800	overt	312.9600	375417	イチ対イチで迎えた後半ニ分
319.9275	2.2800	overt	320.0400	383913	隣の隣の狛江駅に
323.1675	6.4200	overt	323.2800	387801	医療関係者からは観客ありかなしかが問題ではないという声も上がっています
330.6975	5.4300	overt	330.8100	396837	パーマ大佐ともし結婚することになったら承認になってください
336.9375	9.4800	overt	337.0500	404325	でもこれペコロス用にして植えてましたよねそれではこの試合全体を映像で振り返りましょう
347.4375	1.4100	overt	347.5500	416925	どういうことやりたい
350.7975	1.5900	overt	350.9100	420957	でもどうしよう
353.2875	1.6800	overt	353.4000	423945	一方が閉じた方
355.9275	7.5300	overt	356.0400	427113	でもひどみちゃんもやっぱり言いたいし私も聞きたいから幸せなのって言ったらうんって
364.2975	1.4700	overt	364.4100	437157	うわいいですね
366.6375	4.2000	overt	366.7500	439965	それでは続いて富樫選手の挑戦なんですが今
372.0075	2.2500	overt	372.1200	446409	地場は大きく伸ばしてきました
375.0075	12.5100	overt	375.1200	450009	初球を振り抜き劇的な打球速度はヒャクゴジューゴゴキロと大谷にとっては最も遅いが勝負強せを物語る劇的な一発となった
388.6875	5.2200	overt	388.8000	466425	取り出した骨は骨格標本として大学や博物館で保管します
394.5675	5.5800	overt	394.6800	473481	そして誰が優勝を手にするのか注目の大会ぜひご覧ください
400.8975	4.8000	overt	401.0100	481077	彼は突然現れた謎の猫によって椅子の姿にされてしまう
406.5375	5.9400	overt	406.6500	487845	しかしその時アフガニスタン人スタッフおよそゴヒャク人は取り残されてしまいました
413.4975	2.1900	overt	413.6100	496197	これ前日ですね
417.0675	2.1600	overt	417.1800	500481	難しいショットでしたがお見事
419.9775	1.4700	overt	420.0900	503973	材料はこちら
422.3775	3.2700	overt	422.4900	506853	紙芝居でご説明します了解
426.3675	6.4800	overt	426.4800	511641	これは地震前に撮影された映像できたら見ていただきたいんですけどこの番組を
433.4175	10.2000	overt	433.5300	520101	また人工呼吸器かECMO人工心肺装置を使っている重症の患者は昨日よりニ人減ってヨンジューニ人でした
444.5175	2.4600	overt	444.6300	533421	失礼いたします行くよ
447.6975	15.1200	overt	447.8100	537237	私ジューロクでデビューした時大先輩だったので生放送だったりするとうまく歌えなくて落ち込んでいてもひとみちゃん今日も元気良かったねとかいい声だったねよく食べてました
465.3375	6.0300	overt	465.4500	558405	大学生以下の学生子ども料金や障害者割引などの価格は据え置きます
472.3275	5.0100	overt	472.4400	566793	それを見ていたニコロというマーレ人の青年もこう話すのでした
478.2375	5.8500	overt	478.3500	573885	やっぱり飼い主さんが気づかないと生かしきれないというのは確かになと思いますよね
484.9275	4.3500	overt	485.0400	581913	なので普通に飛びかもうちょっとこちらに
490.7475	1.5000	overt	490.8600	588897	飽きてはないというか
492.9975	5.7300	overt	493.1100	591597	最後にご注文いただきながら初めての方に使っていただきました
