filename	acq_time
eeg/sub-02_ses-20250729_task-speechopen_acq-pangolin_run-01_eeg.edf	2025-07-29T13:18:29
eeg/sub-02_ses-20250729_task-speechopen_acq-pangolin_run-02_eeg.edf	2025-07-29T13:23:10
eeg/sub-02_ses-20250729_task-speechopen_acq-pangolin_run-03_eeg.edf	2025-07-29T13:48:45
eeg/sub-02_ses-20250729_task-speechopen_acq-pangolin_run-04_eeg.edf	2025-07-29T14:01:00
eeg/sub-02_ses-20250729_task-speechopen_acq-pangolin_run-05_eeg.edf	2025-07-29T14:20:23
eeg/sub-02_ses-20250729_task-speechopen_acq-pangolin_run-06_eeg.edf	2025-07-29T14:40:33
eeg/sub-02_ses-20250729_task-speechopen_acq-pangolin_run-07_eeg.edf	2025-07-29T14:55:01
eeg/sub-02_ses-20250729_task-speechopen_acq-pangolin_run-08_eeg.edf	2025-07-29T15:17:52
eeg/sub-02_ses-20250729_task-speechopen_acq-pangolin_run-09_eeg.edf	2025-07-29T16:35:57
eeg/sub-02_ses-20250729_task-speechopen_acq-pangolin_run-10_eeg.edf	2025-07-29T17:22:05
eeg/sub-02_ses-20250729_task-speechopen_acq-pangolin_run-11_eeg.edf	2025-07-29T17:38:24
eeg/sub-02_ses-20250729_task-speechopen_acq-pangolin_run-12_eeg.edf	2025-07-29T18:05:18
eeg/sub-02_ses-20250729_task-speechopen_acq-pangolin_run-13_eeg.edf	2025-07-29T18:21:29
eeg/sub-02_ses-20250729_task-speechopen_acq-pangolin_run-14_eeg.edf	2025-07-29T18:54:26
eeg/sub-02_ses-20250729_task-speechopen_acq-pangolin_run-15_eeg.edf	2025-07-29T19:04:20
eeg/sub-02_ses-20250729_task-speechopen_acq-pangolin_run-16_eeg.edf	2025-07-29T19:18:51
