onset	duration	trial_type	wav_onset	sample	value
39.1325	1.5900	overt	39.0900	46959	ああああああああ
44.5325	5.9400	overt	44.4900	53439	もうすぐ日付が変わろうという時刻その電話は何の前触れもなくかかってきた
51.7625	7.8300	overt	51.7200	62115	八流解放軍での仕事を引き受けてからサン日目となる今日は
60.5225	13.1100	overt	60.4800	72627	朝から晩までコンタやカミラと一緒に駆けずり回り新しく部下となった者たちと会ったり八流会の様々な人に挨拶をしたりこれから実行される作戦
73.6325	13.1100	overt	73.5900	88359	作戦についてのプランを練ったりしていたので俺はすっかりヘトヘトだったどうでもいい相手だったら無視するところだが着信相手の名前を見ると
87.4025	4.7700	overt	87.3600	104883	野志田桜と書いてある
92.8325	19.3900	overt	92.7900	111399	あの子は何の用もない時にかけてくるような人間ではないからきっと急な要件なのだろうそしてあの鉄砲玉のような子の中ならばとんでもない重大な話に違いないそれにしてもいつもあの子は俺が疲れた時に電話をしてくるなと
112.2225	19.3900	overt	112.1800	134667	内心駆使をしながら電話を耳に当てると予想通り切髪の声がスピーカーから飛び出してくる二度さん今大丈夫平気だよどうしたの俺は彼女を落ち着かせようとわざととぼけた声でそう返事をする週休の様子がおかしいの
131.6125	19.3900	overt	131.5700	157935	その声はかすかに震えているこの子がこんな感じをあらわにするとは珍しい案の定ただことではないようだどうした俺は方針を変えて真剣な声でもう一度問いただした
154.9925	13.0500	overt	154.9500	185991	今日彼女の部屋に泊まりに来てたんだけどさっきから急に上言みたいなことをつぶやけ出して何か妄想に取り付かれているみたいで今はクローゼットに閉じこもって泣いてる
170.5325	8.2500	overt	170.4900	204639	彼女が何か彼女が動揺するようなことはあったかいなかったと思うそれまでは本当に普通に話していたんだ
180.0125	9.0600	overt	179.9700	216015	急に目が金色になったと思ったら誰もいないところに話しかけて一人でケタケタと笑ってまさか発症したのだろうか
193.1825	3.8100	overt	193.1400	231819	まだ誰にも言ってないのお母さんのこともあって
197.5925	8.5800	overt	197.5500	237111	ISの人たちはCQとお兄さんがそうなるのをすごく警戒しているって聞いてたから教えたらややこしくなってしまうと思って
214.7525	5.1000	overt	214.7100	257703	はっきりとは言わないが彼女もシウが発症したことに気づいているようだった
221.5925	6.6300	overt	221.5500	265911	ごめんなさいミドさんの立場を考えるとこんな連絡するのは迷惑かもしれないけど
229.0925	6.7500	overt	229.0500	274911	その言葉で俺は今自分が八流開放軍の隊長になってしまったことを思い出した
236.5025	18.2100	overt	236.4600	283803	俺はYSとは敵対する関係になってしまっているんだその事実はまだ世間には公開してないから桜はそのことを言ったのではないだろうけどこの立場からすればロンタウの妹が発症したというのは利用すべき事実だそんな
255.5525	15.5700	overt	255.5100	306663	分かっているんだがでもそんなことできっこないだろう何言ってるんだい君の判断はベストだよ何だって俺はその道の専門家だからねだから安心するんだ俺は彼女を不安にさせないよ
271.1225	15.5700	overt	271.0800	325347	早口にならないようわざとおがらかにそう言ったありがとう今からすぐ薬を持って近くまで行く君はそこでしゆちゃんの様子を見ていてくれもし葉物や危険なものが
286.6925	15.5700	overt	286.6500	344031	それでもし暴れたりするようなら無理に止めようとしたらいけない金目が出たらしゅうちゃんでも素手で男を一人ひねり殺せるくらいの力を出せるかもしれない
304.1825	6.5400	overt	304.1400	365019	俺は携帯と肩を肩と頭でハサミ
311.3225	1.8900	overt	311.2800	373587	自由になった
314.0225	1.5300	overt	313.9800	376827	両手で
317.4125	8.0700	overt	317.3700	380895	外出のために上着を身につけるわかった他に守らなきゃいけないことは
325.9925	18.9300	overt	325.9500	391191	妄想で話しかけてきたら肯定も否定もしたらいけないよ肯定したら肯定したら肯定したら逆上するだけだからねただ自分にはしゅうちゃんが見たり聞いたりしたものが感じられないことは伝えていい
370.3625	8.8800	overt	370.3200	444435	携帯に向かって言いながらリビングルームに向かい引き出しからネオローズのキットをつかみ取ってバックの中にしまう難しそうだけどやってみるか
380.2925	10.4250	overt	380.2500	456351	本人は今恐ろしいものが見えたり感じたりして怯えているもし攻撃的な態度をとっても恐怖のせいだと考えるんだ君に対して悪意があるわけです
390.7175	10.4250	overt	390.6750	468861	そんなことないと思うがもし万が一暴れて手がつけられなくなったら人を呼び寮に連絡をつけるんだ分かったね
401.6525	11.2800	overt	401.6100	481983	うちは近くに着いたら連絡するそう時間はかからないそして通話を終えるともう出発の準備は整っている俺は靴をつっかけてドアを飛び出すと
412.9325	11.2800	overt	412.8900	495519	鍵もかけないまま廊下を走りもどかしくエレベーターを待つ地下イチ階に着いてエレベーターのドアが開けきるのも待てずに
425.8925	7.8000	overt	425.8500	511071	サン分のイチドアが開いた時点で体を横にして隙間を通り抜けると
444.7625	2.1000	overt	444.7200	533715	コンクリートの駐車場だ
448.3625	8.6400	overt	448.3200	538035	照明の青白い光の中車の間をすり抜けるようにして駆け奥のバイク置き場に行くと
457.5425	5.0700	overt	457.5000	549051	最近あまり乗っていなかったせいでほこりをかぶったカバーを取り除ける
464.0225	10.2900	overt	463.9800	556827	ジューナナ歳の時にボーダーエリアから拾って修理したそのバイクは俺の入念な手入れによって新品のようにツヤツヤと照明を放ち
474.3125	10.2900	overt	474.2700	569175	バッテリーが上がっていないか不安だったが影をひねると一発でエンジンがかかり獣の鳴り声のような音を立てる
486.2825	6.7200	overt	486.2400	583539	慌ててアクセルを吹かしてしまったので前輪が浮き上がってゆっかりひっくり返りそうになる
493.5425	18.6900	overt	493.5000	592251	俺は体全体でなんとかバイクを押さえつけするとタイヤはどうにか路面をつかんでくれてその摩擦力が推進力に変わるそして俺は深夜の街へと走り出す全く大変なことになった
512.8025	9.9300	overt	512.7600	615363	どうしてこんなことになったこの間会った時にはそんな兆候は見えなかった彼女の年齢で発症するのはそう多いことではない
524.2325	6.6600	overt	524.1900	629079	だけど寮が大事な人を殺して悲しんでいたと言っていたなそのショックが大きすぎたのか
532.0925	14.6400	overt	532.0500	638511	知り合いが発症する場面には何度も立ち会ったがやはり慣れることはできない今は確かにネオローズがあるでもできればこれは使いたくないんだ俺はまだそれを完全に信用しきっていない
554.0225	4.6800	overt	553.9800	664827	でもだからって死をこのまま狂わせてしまうこともできない
560.5325	2.1900	overt	560.4900	672639	俺はぎゅっと唇を噛む
563.8025	11.4600	overt	563.7600	676563	ごちゃごちゃとした中心街をバイクで進むのは得策じゃない桜と州がいるグランドタワーに向かうには少し遠回りになってしまうが
578.4725	6.4500	overt	578.4300	694167	地区の外側の国道を使って向かうのが一番早いだろう
585.9425	4.2900	overt	585.9000	703131	俺はこの街の道路のことなら誰よりもよく知っているんだ
591.8525	8.1900	overt	591.8100	710223	風とともに雨の粒が顔にぶつかりまともに目を開けていられないこんなことならゴーグルを持ってくればよかった
603.1625	2.7600	overt	603.1200	723795	このまま事故でも起こしたらシャレにならない
606.8225	6.5100	overt	606.7800	728187	街の中でもずば抜けて背の高いグランドタワーは暗い夜空ね
613.8725	13.1400	overt	613.8300	736647	溶けそうな真っ黒な巨大な壁となってそびえているこの時間でもいくつかの窓には明かりがともりまるで街を監視しているみたいだ
664.6325	15.5200	overt	664.5900	797559	思えばYSという組織は長らくこの夜のグランドタワーのような存在だった一見すると街のあちこちにいるギャングやたちの悪いものとあまり変わらないような
680.1525	15.5200	overt	680.1100	816183	組織としてはとても強く固く圧倒的にそびえ立っているその巨大な壁は外からやってくる脅威を防いでいたけれど町の人々にも圧迫感を与えた
695.6725	15.5200	overt	695.6300	834807	それはクリスへという個人の人格を反映しているんだろう俺も子供の時は知らなかったが八流会の仕事などをちょくちょくこなすようになってその偉大さというか影響力を知った
720.5525	10.0200	overt	720.5100	864663	あんな傲慢なじいさんたちだって相手がクリステーだったことで手を出せなかった恐れていたというだけでなくどこか魅了されていたような
730.5725	10.0200	overt	730.5300	876687	俺は同時代じゃないからちょっとピンとこないんだが古い人々は皆同じような気持ちを持っているらしい
747.4625	12.5250	overt	747.4200	896955	両は後をついて頑張ってはいるけれどあの偉大な創業者のようにうまくいくかどうかまあ対立する立場になった俺が心配するのも滑稽だけどねでも別に今だってあいつのやってることに
759.9875	12.5250	overt	759.9450	911985	じいさんたちはネオローズが手に入ったから行動を起こしたと言ったけれどももしクリスエが生きていたらあんな野望は持たなかったと思う
778.3025	10.8600	overt	778.2600	933963	俺はそのグランドタワーを見上げながら桜に電話をしたきっとこれが俺が両たちに友人としてやれる最後の手助けになるだろう
791.4725	10.0800	overt	791.4300	949767	自分の場所を説明するとビルの上の方の窓から黒い豆粒みたいなものが飛び出したのが見えるそれはものすごい速度でこちらの方へ飛んで
801.5525	10.0800	overt	801.5100	961863	正確な位置が分からないのか図上をぐるぐると回っている俺はペンライトを手に持って両手を大きく振った
817.5425	3.2700	overt	817.5000	981051	雨の中見上げているとしずくや
821.4725	3.2400	overt	821.4300	985767	しずくが目や口の中に入る
825.5525	11.0400	overt	825.5100	990663	相手はすぐに気がついてヒュンと急降下してくると目の前にストンと着地するかっこいいな俺がそう笑ってみたがありがとう来てくれて
836.5925	11.0400	overt	836.5500	1003911	灰色のレーンコートを着ているがフードをかぶっていないせいで頭からずぶぬれんになっている
848.7725	5.0100	overt	848.7300	1018527	空を飛んで冷えたせいかそれとも事態に緊張しているせいか
855.0725	3.0600	overt	855.0300	1026087	顔は青白くなっていた
858.8525	4.5900	overt	858.8100	1030623	杖は持っていないが義足でしっかりと立っている
941.8025	13.2900	overt	941.7600	1130163	灰色のレインコートを着ているが風土をかぶっていないせいで頭からずぶぬれになっている空を飛んで冷えたせいかそれとも事態に検知をしているのか顔は青白くなっていた
