onset	duration	trial_type	wav_onset	sample	value
36.2863	4.0600	listening	36.2580	43544	消した直後少女は閉じていた目を開く目があった
43.0542	5.0000	covert	n/a	51665	消した直後少女は閉じていた目を開く目があった
51.3263	3.7400	listening	51.2980	61592	再び強めの風が吹き吹きつける雨水に思わず
56.9625	5.0000	covert	n/a	68355	再び強めの風が吹き、吹きつける雨水に思わず、
66.0463	2.9080	listening	66.0180	79256	また外に視線を戻した
71.3667	5.0000	covert	n/a	85640	また外に視線を戻したまま
85.4703	3.4520	listening	85.4420	102564	よほどの田舎あるいは限界収録あるいは廃墟その
90.7158	5.0000	covert	n/a	108859	場所なんだ よほどの田舎あるいは限界収録あるいは廃墟そのも
98.0783	1.3720	listening	98.0500	117694	不法居住者
100.2223	2.4600	listening	100.1940	120267	いろいろな憶測をとりあえず分けにある
105.8975	5.0000	covert	n/a	127077	いろいろな憶測をとりあえず理由にある
112.9263	1.9800	listening	112.8980	135512	これは探検の死骸がありそうだ
116.8303	1.0520	listening	116.8020	140196	イチ階に降りてみた
128.9075	5.0000	covert	n/a	154689	これは探検のしがいがありそうだ。
136.0623	1.2760	listening	136.0340	163275	隠れてしまっている
138.0783	2.8440	listening	138.0500	165694	さっき少女の姿が見えたのはこの辺か
143.3525	5.0000	covert	n/a	172023	さっき少女の姿が見えたのはこの辺か
151.2943	3.9000	listening	151.2660	181553	確かに草をかけ分けて歩いた跡がある追えば会えるだろうか
159.0667	5.0000	covert	n/a	190880	確かに草をかけ分けて歩いた跡がある追えば会えるだろうか
168.9903	2.1400	listening	168.9620	202788	開けた場所に出て
178.6958	5.0000	covert	n/a	214435	開けた場所に出て
187.5503	2.3960	listening	187.5220	225060	明確に人の関与部
217.8758	5.0000	covert	n/a	261451	明確に人の関与部
227.0383	2.7800	listening	227.0100	272446	明確に人の関与を感じさせるサラチダ
258.8867	5.0000	covert	n/a	310664	隔離人の関与を感受させるさらちだ
266.0783	4.4120	listening	266.0500	319294	工事現場か何かだろうかしかしどうやら放棄されているようだ
272.4958	5.0000	covert	n/a	326995	工事現場か何かだろうかしかしどうやら放棄されているようだ
280.1263	4.3800	listening	280.0980	336152	一軒立っているプレハブのそばまで巨大な画面
287.5142	5.0000	covert	n/a	345017	一見立っているプレハブのそばまで巨大なガラスが
294.4943	2.1720	listening	294.4660	353393	岩石や土砂が押し寄せている
298.0783	1.4360	listening	298.0500	357694	山側で土砂崩れ
301.1025	5.0000	covert	n/a	361323	山側で土砂崩れ
308.0623	3.9960	listening	308.0340	369675	これが発生し工事はそのまま中断されたってことか
314.4792	5.0000	covert	n/a	377375	が発生し工事はそのまま中断されたってことか
321.4383	3.9000	listening	321.4100	385726	日出しの地面に雑草が生え始めていることを考えると
341.7917	5.0000	covert	n/a	410150	雪だしの地面に雑草が生え始めていることを考えると、
348.7343	3.6760	listening	348.7060	418481	草むらを抜け
356.3650	5.0000	covert	n/a	427638	たのはさほど昔じゃないよな 草むらを抜け
363.9983	1.7880	listening	363.9700	436798	あとはサラチの
369.9033	5.0000	covert	n/a	443884	足跡は更地の
378.1423	2.5880	listening	378.1140	453771	そばを通って坂を下っていくようだ
383.9417	5.0000	covert	n/a	460730	そばを通って坂を下っていくようだ
391.9343	4.0280	listening	391.9060	470321	そちらを見渡すとようやく人里らしき光景が広がっているの
397.8992	5.0000	covert	n/a	477479	そちらを見渡すとようやく人里らしき光景が広がっているのが
412.7392	5.0000	covert	n/a	495287	ごめんねした
420.4143	3.6440	listening	420.3860	504497	同じように重なる水田に民家
427.4292	5.0000	covert	n/a	512915	花城に重なる水田に民家
434.8783	2.9080	listening	434.8500	521854	よかった確かにここは集落らしい
