onset	duration	trial_type	wav_onset	sample	value
7.1695	4.7640	listening	7.2020	8603	まともな金を稼ぎたければ事件を終わらせてまた給料をもらうことだ
82.5950	5.0000	covert	n/a	99114	まともな金を稼ぎたければ事件を終わらせてまた給料をもらうことだ。
97.0895	2.1080	listening	97.1220	116507	あなたがゴミの中から見つけたね
99.7455	1.9800	listening	99.7780	119695	記録簿だ白と
104.0658	5.0000	covert	n/a	124879	あなたがゴミの中から見つけた記録簿だ白と
111.3935	1.4040	listening	111.4260	133672	黄色の髪の
114.6895	1.4040	listening	114.7220	137627	あわりなタバが
238.5935	1.4360	listening	238.6260	286312	黄色の髪の
241.8895	1.4040	listening	241.9220	290267	あわりなタバが
252.6633	5.0000	covert	n/a	303196	黄色の紙の哀れな束が
259.8415	1.0520	listening	259.8740	311810	プラスチックの
367.7135	1.0840	listening	367.7460	441256	プラスチックの
374.4367	5.0000	covert	n/a	449324	プラスチックの板から
383.7775	2.7800	listening	383.8100	460533	幅がプラスティックの板から裏下がり
388.3708	5.0000	covert	n/a	466045	束がプラスチックの板からぶら下がり
396.3855	4.0920	listening	396.4180	475663	金属のクリップでかろうじて止められているその惨めな
403.2392	5.0000	covert	n/a	483887	金属のクリップでかろうじて止められているその惨めなあり方を
410.3055	7.6440	listening	410.3380	492367	森様の極めつけにしょんべん洗浄剤のかすかな匂いが漂っている
422.3417	5.0000	covert	n/a	506810	その微かな匂いが漂っている。
432.9295	1.2440	listening	432.9620	519515	何を知りたい
437.3758	5.0000	covert	n/a	524851	何を知りたい
444.5455	2.6840	listening	444.5780	533455	裏にこぶりついたゴム製のコンドームか
448.2255	1.1800	listening	448.2580	537871	いやほんと言っている
482.9008	5.0000	covert	n/a	579481	裏側にこぶりついたゴム製のコンドームか?
489.8895	4.2200	listening	489.9220	587867	それだけ言えば大筋は伝わるだろう
495.4895	4.2520	listening	495.5220	594587	それだけ言えば大筋は伝わるだろう
502.2183	5.0000	covert	n/a	602662	それだけ言えば大筋は伝わるだろう
550.8495	1.0520	listening	550.8820	661019	ブロシャベル
553.7808	5.0000	covert	n/a	664537	クリップを調べる
561.6655	3.1320	listening	561.6980	673999	アルミのブロックがボードの幅いっぱいに広がり
567.1367	5.0000	covert	n/a	680564	アルミのブロックがボードの幅いっぱいに広がり
574.1135	5.0840	listening	574.1460	688936	ブロックがボードの幅いっぱいに広がり書類に食い込んでいる
628.6415	2.3960	listening	628.6740	754370	三束をつなぎ止めている
661.9215	4.4120	listening	661.9540	794306	金束をつなぎ止めているものは何もない
668.2255	1.3080	listening	668.2580	801871	芯の先がすっか
671.4975	5.0000	covert	n/a	805797	何もない。心の先がすっかりと
678.5295	4.0600	listening	678.5620	814235	カリスで減った一般的な鉛筆がクリップに留められている
685.7583	5.0000	covert	n/a	822910	一般的な鉛筆がクリップに留められている。
693.8575	2.8440	listening	693.8900	832629	アルミの全体に指を走らせる
699.6883	5.0000	covert	n/a	839626	アルミの全体に指を走らせる。
707.2975	1.6600	listening	707.3300	848757	遮るようにして
709.7615	1.9480	listening	709.7940	851714	このステッカーを
713.9625	5.0000	covert	n/a	856755	遮るようにして銀色のステッカーを
731.2508	5.0000	covert	n/a	877501	貼られている
738.6895	4.5720	listening	738.7220	886427	それは四角く玉虫色の
745.2408	5.0000	covert	n/a	894289	使えるようにして銀色のステッカーが貼られているそれは四角く玉虫色の
752.8015	1.1160	listening	752.8340	903362	気を放っている
754.8175	2.5240	listening	754.8500	905781	どうしてもっと早く気がつかなかったのか
759.3675	5.0000	covert	n/a	911241	輝きを放っているどうしてもっと早く気がつかなかったの
769.7615	1.6920	listening	769.7940	923714	適切な環境でなければ
773.4908	5.0000	covert	n/a	928189	適切な環境でなければ、
780.4495	5.0520	listening	780.4820	936539	死人が難しくなるようにできている正式な印のようだ
889.4167	5.0000	covert	n/a	1067300	死人が難しくなるようにできている正式な印のようだ
896.8015	3.8360	listening	896.8340	1076162	警部補これがあんたの言っていたホログラムのすか
918.8883	5.0000	covert	n/a	1102666	警部補、これがあんたの言っていたホログラムの透かしか。
928.9615	2.0440	listening	928.9940	1114754	自分のメモに没頭していて
932.9817	5.0000	covert	n/a	1119578	今は自分のメモに没頭していて
940.1295	2.3000	listening	940.1620	1128155	鉄管を見るのに少し時間がかかる
943.2655	1.7880	listening	943.2980	1131919	ハロゲンの少し
946.6450	5.0000	covert	n/a	1135974	ステッカーを見るのに少し時間がかかるハロゲンのスカシ
953.9855	4.6360	listening	954.0180	1144783	模様だなRCMの所有物に情報を
962.6583	5.0000	covert	n/a	1155190	模様棚RCMの所有物に情報を
969.8575	1.8520	listening	969.8900	1163829	付け足すために用いられている
972.7695	1.9480	listening	972.8020	1167323	面白いなどんな情報
976.5700	5.0000	covert	n/a	1171884	面白いな。どんな情報?
997.6033	5.0000	covert	n/a	1197124	を入れるんだ どうすれば
1005.1535	4.4760	listening	1005.1860	1206184	状況による偽造防止員を除けば僕の
1016.6175	5.0000	covert	n/a	1219941	状況による偽造防止因を除けば、僕の
1024.2255	3.3240	listening	1024.2580	1229071	警察署番号と住所が記されている
1031.7933	5.0000	covert	n/a	1238152	このものには警察署番号と住所が記されている。
1042.0175	1.7880	listening	1042.0500	1250421	方法はハチ個分よって異なる
1045.6025	5.0000	covert	n/a	1254723	情報発行分野って異なるんだ
1054.2415	3.3880	listening	1054.2740	1265090	お前が殺してきた人の数だ
1061.1067	5.0000	covert	n/a	1273328	お前が殺してきた人の数だ。お前の死者だ。
1068.2255	3.8360	listening	1068.2580	1281871	印には殺害数が刻まれているに違いない
1075.0433	5.0000	covert	n/a	1290052	印には殺害数が刻まれているに違いない。
1085.6015	1.5960	listening	1085.6340	1302722	ありがとう聞きたいな
1184.2895	1.5640	listening	1184.3220	1421147	そうか
1187.9375	1.2760	listening	1187.9700	1425525	彼は上体の維持
1192.4600	5.0000	covert	n/a	1430952	そうか。彼は状態の維持をしています。
1344.6415	1.9800	listening	1344.6740	1613570	ナナヒャクナナジューハチ
1351.2950	5.0000	covert	n/a	1621554	自分のメモに視線を移す
1358.5935	1.3080	listening	1358.6260	1630312	ここであの歌が
1360.5775	2.8120	listening	1360.6100	1632693	手にしたクリップボードからは塗り
1365.6875	5.0000	covert	n/a	1638825	ここであなたが手にしたクリップボードからは塗れます。
1372.8015	2.7480	listening	1372.8340	1647362	高めたばが垂れ下がっている
1376.3535	1.4040	listening	1376.3860	1651624	めじめな光景だ
1381.5583	5.0000	covert	n/a	1657870	見つけた紙束が垂れ下がっている 惨めな光景だ
1396.2325	5.0000	covert	n/a	1675479	白いか
1403.4895	3.8040	listening	1403.5220	1684187	厳密に言えば髪は白くない
1414.6700	5.0000	covert	n/a	1697604	紙を拾い読む。厳密に言えば紙は白くない。
1422.4655	3.1320	listening	1422.4980	1706959	酒のせいで黄色い締めができていて
1431.3608	5.0000	covert	n/a	1717633	熱光と酒のせいで黄色いシメができていて
1438.9455	3.0680	listening	1438.9780	1726735	濃い青の筆跡で追われている
1445.4008	5.0000	covert	n/a	1734481	青の筆跡で覆われているインクが
1452.4175	2.5880	listening	1452.4500	1742901	が水彩模様となって染み出し
1456.0335	1.4680	listening	1456.0660	1747240	複数のページの
1459.4500	5.0000	covert	n/a	1751340	水彩模様となって染み出し複数のページの
1468.2895	2.9400	listening	1468.3220	1761947	それを伸ばしている髪そのものには
1473.5783	5.0000	covert	n/a	1768294	全体に鶴を伸ばしている神そのものには、
1481.1855	1.5640	listening	1481.2180	1777423	薄い赤線で
1483.4255	2.2360	listening	1483.4580	1780111	四角形が描かれている
1598.3695	1.5640	listening	1598.4020	1918043	薄い赤線で
1600.5775	2.2360	listening	1600.6100	1920693	四角形が描かれている
1604.7650	5.0000	covert	n/a	1925718	薄い赤線で四角形が描かれていて
1613.0255	3.7400	listening	1613.0580	1935631	それらが短い段落を消えた
1622.8950	5.0000	covert	n/a	1947474	それらが短い段落を経過する。
1629.9215	1.1480	listening	1629.9540	1955906	衛生している
1633.5375	1.2440	listening	1633.5700	1960245	ところどころね
1636.8583	5.0000	covert	n/a	1964230	ところどころに
1650.9325	5.0000	covert	n/a	1981119	受験簿用記録と
1658.5935	2.9400	listening	1658.6260	1990312	赤いスタンプが起こされている
1664.8617	5.0000	covert	n/a	1997834	書かれた赤いスタンプが起こされている。
1672.9295	3.9960	listening	1672.9620	2007515	コロネ事件簿用記録と書かれた赤いスタンプが押されて
1681.7333	5.0000	covert	n/a	2018080	コロネイ事件簿要求録と書かれた赤いスタンプが押されて、
1692.3855	1.4040	listening	1692.4180	2030863	あなたの手元
1706.9658	5.0000	covert	n/a	2048359	おられたページがあなたの手元
1714.0815	1.6600	listening	1714.1140	2056898	崩れていく
1720.8858	5.0000	covert	n/a	2065063	崩れていく
1734.9600	5.0000	covert	n/a	2081952	まずは
1742.3695	4.6360	listening	1742.4020	2090843	濡れたクシャクシャの耳を折られたページがあなたの手元で崩れ
1915.0125	5.0000	covert	n/a	2298015	濡れたくしゃくしゃの耳を折られたページがあなたの手元で崩れました。
1922.0495	4.9880	listening	1922.0820	2306459	その数はヒャクを超える一石は十分に整然としていて
1928.9250	5.0000	covert	n/a	2314710	その数は100を超える。一石は十分に整然としていて、
1936.8015	4.1880	listening	1936.8340	2324162	極端に濃密だが判別はほとんど不可能だそこには
1942.8317	5.0000	covert	n/a	2331398	極端に濃密だが判別はほとんど不可能だ。そこには…
1949.8575	1.6600	listening	1949.8900	2339829	何があるそれには
1957.0100	5.0000	covert	n/a	2348412	何があるそれにはそれらは何の機会があるのか
