onset	duration	trial_type	wav_onset	sample	value
4.8000	5.2440	listening	4.2900	5760	水野は現場から搬送される途中で持ち物を捨てられる状態にあったか
12.8000	3.9640	listening	12.2900	15360	質問を予想していたのか刑事はすぐに答えた
18.0800	7.7720	listening	17.5700	21696	水野は両手を骨折していましたし搬送の際には毛布で厳重にくるまれて炭火に乗せられています
26.5920	3.2280	listening	26.0820	31910	捜索隊が撮った搬送中の写真を見ましたが
30.4320	3.0680	listening	29.9220	36518	手を毛布の外に出せる状態ではありませんでした
34.3360	1.8840	listening	33.8260	41203	写真は後ほど共有します
40.5440	3.5480	listening	40.0340	48653	水野の怪我の程度で犯行は可能だったのか
46.9440	1.0520	listening	46.4340	56333	と言いかけたが
48.5120	2.2360	listening	48.0020	58214	刑事は言葉を切って言い直した
53.1520	1.5640	listening	52.6420	63782	医師に確認を取ります
55.9360	1.1160	listening	55.4260	67123	桂はうなずき
57.6640	3.6760	listening	57.1540	69197	問い合わせに必要な書類を後で渡す旨を伝える
62.7520	1.8200	listening	62.2420	75302	報告を終えた刑事が座り
67.1040	4.0280	listening	66.5940	80525	捜索隊に被害者と水野を発見した状況を聞いたところ
71.8080	5.0200	listening	71.2980	86170	現場周辺に第三者の足跡は残っていなかったとの証言が得られました
77.8560	5.2440	listening	77.3460	93427	救急の到着に先立ち搬送路にあたるルートは雪かきをしたそうです
85.0560	5.7560	listening	84.5460	102067	救助の際に拾ったもの持ち帰ったものがないかについても全員に確認しましたが
91.4240	3.1640	listening	90.9140	109709	一切ないという返答を得ています以上です
96.0960	2.2680	listening	95.5860	115315	現地で雪がやんだのは何時だ
99.6800	1.5320	listening	99.1700	119616	別の刑事が答える
102.1760	3.1960	listening	101.6660	122611	気象庁に問い合わせたところ午後ヨン時以降
105.8880	4.1560	listening	105.3780	127066	現場周辺はずっと曇りで降雪は観測されていません
110.7840	2.6520	listening	110.2740	132941	スキー場の職員も同じ認識でした
114.9120	3.2920	listening	114.4020	137894	後藤亮太の死亡推定時刻は深夜だ
119.0720	2.4600	listening	118.5620	142886	何者かが後藤を殺害した後で
122.0480	5.4680	listening	121.5380	146458	現場を立ち去りその後で降雪が足跡を隠した可能性はない
131.8720	4.1560	listening	131.3620	158246	顔を行き明けさせた刑事が手を挙げ報告を始める
137.0560	3.9640	listening	136.5460	164467	桂に命じられ崖の上の検証に当たった刑事だ
142.2080	2.8120	listening	141.6980	170650	現場の崖下から崖上に登るには
145.6640	4.2200	listening	145.1540	174797	一旦沢を下ってから急斜面を登っていく必要があります
150.9120	10.2360	listening	150.4020	181094	案内人は現場周辺について雪だまりが多く地形も急順で装備なしで移動するのは現実的ではないと言っていました
162.0800	6.1720	listening	161.5700	194496	また周辺を捜索中の捜索隊が崖へと続くニ本のシュプールを発見しています
168.9920	4.6360	listening	168.4820	202790	骨折によって薄くなってはいるものの判別可能な状態でした
174.4000	1.4040	listening	173.8900	209280	写真は共有します
176.7680	8.5720	listening	176.2580	212122	監視機が周辺を調べていますが今のところ遺留品は特に見つかっていないと報告を受けています以上です
187.8400	5.5640	listening	187.3300	225408	スキーやソリスノーボードなどが雪上を滑った後に残す痕跡のことだ
194.3680	3.4200	listening	193.8580	233242	崖下に転落したのは後藤と水野のニ人で
199.6800	5.3080	listening	199.1700	239616	スノーボードで格好していたのだからシュプールがニ本というのは妥当である
206.3680	1.6280	listening	205.8580	247642	別の刑事は手を挙げる
209.5040	3.3560	listening	208.9940	251405	後藤亮太の遺体は前橋に運ばれました
213.6640	5.9480	listening	213.1540	256397	鑑定処分許可上も発布されましたのでキリの先生が司法解剖を始めています
220.5120	2.6840	listening	220.0020	264614	桐野先生には宮下がついています
225.4720	2.4600	listening	224.9620	270566	前橋大医学部の桐野教授には
228.4800	1.7560	listening	227.9700	274176	桂自身が電話をかけ
230.9760	1.5320	listening	230.4660	277171	狂気が不明であること
233.2160	3.9960	listening	232.7060	279859	傷口の形状に特に注意してほしいことを伝えてある
240.1600	3.8680	listening	239.6500	288192	傷口の所見がまとまった段階で電話をかけてくるだろう
246.5280	4.6040	listening	246.0180	295834	凶器に関する捜査はキリノ教授からの連絡を待つしかない
252.0000	2.3960	listening	251.4900	302400	桂は次の報告を促す
255.9360	3.8040	listening	255.4260	307123	昨夜からの泊り客を中心に聞き込みを進めていますが
260.2880	5.0840	listening	259.7780	312346	被害者たちのグループと接触した人物は今のところ浮上しておらず
266.1760	4.0280	listening	265.6660	319411	その言葉の途中で会議室のドアが静かに開き
270.7840	2.6200	listening	270.2740	324941	所轄の刑事が忍び足で入ってくる
274.4640	2.5560	listening	273.9540	329357	報告していた刑事が言葉を切ると
278.6560	2.1720	listening	278.1460	334387	侵入者に低い声で言った
283.2640	5.1160	listening	282.7540	339917	所轄の刑事はまだ新人といった顔つきで蹴をされた様子ながら
288.8960	1.5000	listening	288.3860	346675	明瞭に報告する
291.7440	2.1720	listening	291.2340	350093	ぬかたひめこが発見されました
296.6400	2.4280	listening	296.1300	355968	会議室がわずかにどよめいた
300.0000	4.1560	listening	299.4900	360000	小田指導官がさすがに身を乗り出し沈黙を破る
307.0720	3.6120	listening	306.5620	368486	少し混乱していますがけがもなく無事だそうです
311.5840	2.9080	listening	311.0740	373901	今はスキー場の事務所で食事をしています
316.6720	1.2760	listening	316.1620	380006	桂に目を向ける
319.0080	1.3400	listening	318.4980	382810	桂が指示を出す
321.5360	1.4360	listening	321.0260	385843	会議の後で人をやる
323.5200	1.9480	listening	323.0100	388224	お前は戻ってぬかたにつけ
327.8080	2.9720	listening	327.2980	393370	入ってきた時の忍び足とは対照的に
331.3280	2.7480	listening	330.8180	397594	刑事は小走りに会議室を出ていく
335.5520	3.8360	listening	335.0420	402662	刑事たちの間にわずかに安堵の士官が広がる
340.3840	7.3880	listening	339.8740	408461	無謀なバックカントリーを試みて遭難を引き起こした遭難者への苛立ちが皆無だったわけではないが
348.4160	4.5720	listening	347.9060	418099	生きていると聞けば真っ先に良かったという気持ちが湧くものだ
354.2400	1.6920	listening	353.7300	425088	雰囲気を引き締めるように
362.6880	4.7960	listening	362.1780	435226	桂は刑事たちを見回し引き続き情報を集約していく
372.0960	1.3400	listening	371.5860	446515	捜査会議の最後
374.1760	3.1320	listening	373.6660	449011	桂は望みの薄い操作から人を引き上げ
377.8880	2.2680	listening	377.3780	453466	人が足りない操作へと振り分けた
381.3760	3.2920	listening	380.8660	457651	藩内随一の聞き込み名人である佐藤は
385.1840	1.8840	listening	384.6740	462221	さいたま市に派遣しているので
387.7440	1.8520	listening	387.2340	465293	ぬかた姫子への聞き込みには
390.1440	1.7240	listening	389.6340	468173	ニ番手の村田を当てる
393.0880	3.2600	listening	392.5780	471706	そして桂自身も村田に同行した
397.1200	1.2120	listening	396.6100	476544	創作本部は
398.9120	3.1000	listening	398.4020	478694	縄毛スノーアクティビティの事務所に置かれている
402.9440	1.0520	listening	402.4340	483533	本部といっても
404.6400	4.4120	listening	404.1300	485568	消防の責任者が常駐し無線機が置かれているだけの
409.6320	1.7880	listening	409.1220	491558	至って簡素なものだった
412.6080	6.9080	listening	412.0980	495130	ぬかた姫子は部屋の隅でパイプ椅子に座り毛布を肩にかけて左右を飲んでいる
420.9600	1.1160	listening	420.4500	505152	事務所は広く
422.7840	3.2280	listening	422.2740	507341	会話の内容が余人に聞こえる恐れはない
427.8400	3.1000	listening	427.3300	513408	関係者の写真はまだ揃っていなかったので
