onset	duration	trial_type	wav_onset	sample	value
2.6117	13.1400	overt	2.6100	3134	飯島のうちでは目かけの奥義が康介を追い出すかしくじらっするようにいろいろ工夫を凝らしこのことばかり寝ても覚めても考えている悪いやつだ
16.4117	15.9000	overt	16.4100	19694	殿様は翌日ゴ番でお出向きになった後へ隣の源次郎がおはようと言いながらやってきましたから僕には知らばっくれておやいらっしゃいまし引き続きまして残暑が強く
33.1517	7.8600	overt	33.1500	39782	皆様ご機嫌よろしゅうこちらは風がよく入りますからいらっしゃいまし源次郎はご声になり
41.5217	4.4400	overt	41.5200	49826	康介はゆうべのことをしゃべりはしないかへ
46.5617	14.6250	overt	46.5600	55874	家康介がきっと告げ口をしますだろうと思いました次げ口をしませんで殿様に屋根瓦が落ちて頭へ当たりけがをしたと言ってねその時私は
61.1867	14.6250	overt	61.1850	73424	弓の折れてぶたれたと言わなければよいと胸がドキドキしましたがあのことは何とも言いませんが言わずにいるだけおかしいではありませんかと小声で言ってわざと大声で
76.5017	9.6600	overt	76.5000	91802	お暑いことこの節のように暑くては仕方がありませんまた小声になりいえそれに水道バタの相川
86.7017	1.0800	overt	86.7000	104042	小五平
88.4717	4.2600	overt	88.4700	106166	さまの一人娘のお徳様がうちのゾウリトリの
93.3617	15.8550	overt	93.3600	112034	コースケに恋わずらいをしているとさまあ本当に茶人もあったものですねバカなお嬢様だよそれからあの愛川のじいさんが汗をだくだく流しながら殿様に願ってコースケをくれ
109.2167	15.8550	overt	109.2150	131060	殿様も比企の康介だから差し上げましょうと相談ができまして相川は帰りましたのですよそうして今日は相川でゆいのの取り交わせになるのですとさ
125.6417	4.1100	overt	125.6400	150770	それじゃあよろしいコースキが言ってしまえば被災はない
132.5717	10.4700	overt	132.5700	159086	いえさ水道型のアイカーへ養子にやるのにうちの殿様がお里に立ってやるのだからいけませんよそうするとあいつがその
143.0417	10.4700	overt	143.0400	171650	そのうちの息子の封をしましょう造り取りでさえずいぶんつんけんしたやつだからそうなればきっとこの間の意思を返すに違いはありません
154.1717	8.4900	overt	154.1700	185006	何でもキャツが一件を立ち撃ちたに違いないからあなたどうかしてコースケメを殺してください
164.2517	3.4200	overt	164.2500	197102	キャツは剣術ができるから俺には殺せないよう
168.2417	19.4200	overt	168.2400	201890	あなたはなぜそう献術がお下手だろうねいいやそれにはうまいことがあるアイカのお嬢にはうちのアイスケという若藤が大層に惚れているからあれをうまくだばかしコースケとケンカをさせておき後で喧戦媒だから
187.6617	19.4200	overt	187.6600	225194	おいらの方でアイスケを追い出せば親父さんも義理でコースケを出すに違いないがツイチャーした親父さんと一緒に帰ってきては困るわけにはできまいかそれはわけなくできますとも私が殿様に
207.0817	19.4200	overt	207.0800	248498	お声を出してくださいますといえばきっと先へ返してくださるに違いはありませんから大曲りあたりで待ち伏せてあいつをポカポカお殴りなさい大声を出して誠にお騒さまでさようなら
227.3117	11.5500	overt	227.3100	272774	源次郎は屋敷に帰るとすぐに男部屋へ参るとあいすけは少し愚か者で寝ろれんなどを歌っているところへ源次郎が来て
239.3717	17.0100	overt	239.3700	287246	おやご次男様誠に日々お熱いことでございます当年は別してお熱いことでございます当年は別してお熱いことで厚いのう措置は関心なやつだと常々あげんへも褒めていらっしゃる
256.3817	17.0100	overt	256.3800	307658	少しも体に隙のない男だとおっしゃっているそれに手前は国に別な身寄りもないことだから当家が里になり大したことではないが相応な侍のうちに同志にやるつもりだよ恐れ入ります
273.3917	17.0100	overt	273.3900	328070	何ともはや誠にどうも恐れ入りますな殿様と申しあなたと申し二つから私をそれほどまでにこれは歯や口ではお礼が伸びきれましねえ何ともへえ分からなく
290.4017	17.0100	overt	290.4000	348482	ありがとうございますそれだが武士になるには私もヒロハの命も信念門だから誠に困るんで実は貴様も知っている水道端のアイカーの脳あそこにお得というジューハチばかりの娘があるだろう
312.2417	1.3200	overt	312.2400	374690	このところの
314.2817	3.5700	overt	314.2800	377138	養子に世話をしてやろうと兄上がおっしゃった
318.5717	5.6700	overt	318.5700	382286	これは早もうどうも本当でございますかはやどうもあの
327.5117	5.1300	overt	327.5100	393014	あのくれいなお嬢様は世間にはないと思いますほうべたなどは
333.3317	6.8400	overt	333.3300	399998	ポッとして尻などがチマチマとしてあのくれいお嬢様はタントはありま
342.3017	10.0350	overt	342.3000	410762	向こうは高が透けないから赤糖でも何でもよいから固いものなればというのだから手前なればごくよかろうと
352.3367	10.0350	overt	352.3350	422804	あらまし相談が整ったところが隣のゾーリトリのコースケ目が駒を吸ったため縁断が破断となってしまった
363.7217	19.5750	overt	363.7200	436466	大輔がアイカーの男部屋へ行ってあのアイスケはいけないやつで大酒飲みで酒を飲むと前後を失い主人の見逆いもなく頭をぶち女郎は飼い場口は打ちその上盗っと根性があるといったもんだからアイカーも嫌気になり
383.2967	19.5750	overt	383.2950	459956	話がもつれて今度はとうとうコースケが相川の養子になることに決まり今日猶威能の取り替わせだとよ向こうでは草履取でさえ欲しがるところだから手前ならば真鍮でもニ本刺身だからきっとよかったには違いないコースケは憎いやつだ
403.3817	2.8500	overt	403.3800	484058	なんですとコウスケが養子になると
406.7717	8.0700	overt	406.7700	488126	にっこいやつでごじいます人の小意地の邪魔をすればって私が盗っと根性があっておまけに
415.5617	5.5800	overt	415.5600	498674	ご主人の頭を煮やすといつ私がご主人の頭を癒やしました
421.7417	13.9200	overt	421.7400	506090	俺に理屈を言っても仕方かない残念腹が立ちますよ日恋コイコウスケだただ起きましねえケンカしては叶いましねえあいつは禁術が
436.1717	14.6700	overt	436.1700	523406	民居だから近日はとても及びましねえそれじゃあ田中の中元の献花の亀像というやつで体中傷だらけのやつがいるだろうあれと藤田の時蔵とニ人に
451.5017	16.8600	overt	451.5000	541802	美役をやって頼み貴様とサン人で明日光介がアイカーの屋敷から一人で出てくるところを大回りでぶち殺しても構わないからポカポカ殴りにして川へ放り込め殺すのはかわいそうだが
468.3617	16.8600	overt	468.3600	562034	癒やしてやりたいなだがケンカをしたことが知れればそうさ喧嘩をしたことが知れれば俺が兄上にそう言うと兄上にそう言うと兄上にそう言うとあいすけを営にしてしまうとおっしゃって
486.6017	1.2000	overt	486.6000	583922	お暇になるだろう
488.6417	5.6400	overt	488.6400	586370	お暇になっては詰まりましねえろしましょう長野こちらで貴様に
495.1517	13.0500	overt	495.1500	594182	糸間を出せば隣でも義理だから康介に糸間を出すに違いないあいつが暇になればアイカーでもコースケは里がないから養子にもらう気遣いはない
508.9517	1.1100	overt	508.9500	610742	そのうち
511.6817	6.2700	overt	511.6800	614018	こちらでは手前を先へ呼び返して相川へ養子にやるつもりだ誠に
518.5817	4.2900	overt	518.5800	622298	おめえさまご親切が恐れ入りまいります
523.4417	1.9500	overt	523.4400	628130	というから原治郎は
