onset	duration	trial_type	wav_onset	sample	value
2.4758	5.1300	overt	2.4900	2971	ラスチニャックは一人残って墓地の高みに向かって少し歩いた
8.2958	4.4400	overt	8.3100	9955	それからセーヌ川の両岸に沿って曲がりくねった
13.5458	1.8000	overt	13.5600	16255	横たわるパリを眺めた
16.4258	2.6400	overt	16.4400	19711	そこには明かりがともり始めていた
19.9358	13.0200	overt	19.9500	23923	彼の目はほとんどむさぶるようにバンドーム広間の広場の記念中と廃平院の丸天井の間に追い寄せられた
33.7058	1.7100	overt	33.7200	40447	その場所にこそあの
36.5258	2.7000	overt	36.5400	43831	華麗な社交界が息づいていて
39.7358	3.6000	overt	39.7500	47683	彼はその中に入り込むことを望んでいたのだ
44.3558	10.4700	overt	44.3700	53227	彼はブンブンミツバチが飛び回るこの巣の上にまるで前もって蜜を吸ってしまいかねないような視線を投げかけた
55.6958	4.6800	overt	55.7100	66835	それからこの壮大な言葉が彼の口をついて出た
61.3958	3.4800	overt	61.4100	73675	さあ今度はお前と一対一の勝負だ
65.9858	10.0800	overt	66.0000	79183	そして彼が社交界へ挑む第一幕としてラスシニャックは夕食を共にするために湯信玄夫人宅へ向かった
77.0558	4.1400	overt	77.0700	92467	センハッピャクサンジューヨン年キュー月サッシェにて
