onset	duration	trial_type	wav_onset	sample	value
7.7529	1.1100	overt	3.3300	7939	ああ
57.8229	9.2100	overt	53.4000	59211	再び窓ガラスが割れる音がした振り返るとさっきの小さな穴を見る影もなく窓ガラスが丸ごとなくなったように砕けていたその奥にある
67.6329	3.9900	overt	63.2100	69256	空はいつの間にか白見始めていていや白いのは光で
72.2229	1.9800	overt	67.8000	73956	空の色は何色でもないのか
77.5329	6.0600	overt	73.1100	79394	なんだかよく分からないけどさ見たことのない色を探していたら白どころか透明になっちゃったみたい
84.8229	2.0400	overt	80.4000	86859	透明になっちゃったんなら仕方ないね
94.2429	4.0800	overt	89.8200	96505	チーズケーキを見てこれでお洋服を作ろうとは思わないみたいにさ
100.4229	9.1200	overt	96.0000	102833	目に見えるような選択肢が与えられなくても自由にしていいって言われても大体の場合は何となく自分の頭の中で選択肢みたいなものを
110.8329	4.2300	overt	106.4100	113493	無意識に持ってる気がしないそれは知識とか
115.6629	4.3500	overt	111.2400	118439	常識とかが自分に何を思わせているのかって話
121.1229	2.5200	overt	116.7000	124030	そうなんだけど見ている世界を作るのは
124.6029	1.0500	overt	120.1800	127593	知識とか
130.8129	3.7200	overt	126.3900	133952	常識みたいなものだけじゃないよまあそうだね
135.7329	3.7500	overt	131.3100	138990	どんな場所で生まれてどうやって過ごしてどんな友達がいてとか
140.4729	4.3500	overt	136.0500	143844	月並みな言い方をしたら経験値とか人生観みたいなものかな
145.7229	3.6300	overt	141.3000	149220	教科書を読んでいる知識は誰が読んで
150.1929	4.9200	overt	145.7700	153797	もう同じようでその人の中でどういう意味を持つかは違う
155.9829	2.6700	overt	151.5600	159726	というのはどの夜の彼女と話したんだ
161.9829	1.6500	overt	157.5600	165870	もう一つ並べるとさ
164.7729	5.8800	overt	160.3500	168727	そうやってみんな違うお道具箱を持っていて違ういろんなものとつながっていて
171.2829	5.5800	overt	166.8600	175394	それなら見てる世界はバラバラなはずじゃないだからね同じ地面に立っているのに
177.6129	3.7800	overt	173.1900	181876	人がたくさんいて四六時中つながってる世界なのね
181.9329	2.7000	overt	177.5100	186299	時々まるで一人ぼっちみたいな気分になるの
185.4729	5.1000	overt	181.0500	189924	誰かに自分と同じ世界を見てほしいってこと私がそんなことを言いたいと思ってるの
191.3229	2.4300	overt	186.9000	195915	いやそうじゃないんだろうなって分かってるよ
196.2129	5.2800	overt	191.7900	200922	他人の道具箱の中身を全部捨てて勝手に自分の好きなものを詰め込むのと同じ
202.0629	3.9000	overt	197.6400	206912	私は私の世界を謳歌する君は君の世界を謳歌するの
206.5629	4.4400	overt	202.1400	211520	でもさ同じ世界なんて見えないって分かりきった上でね
211.6929	2.2800	overt	207.2700	216773	それでも誰かが例えば君が
215.1129	4.3800	overt	210.6900	220276	君が私の見ている世界を分かったつもりになろうとしているって信じられて
220.4529	10.7400	overt	216.0300	225744	私が君の見ている世界を分かったつもりになろうとしているって信じられたらその上でその果てでも私の羽が何色でもないまま生きていられたら
244.1229	6.1800	overt	239.7000	249982	私死んじゃってもいいなって思えるのやっぱり言葉にしちゃうと結局は愛が重い人みたいに聞こえちゃうね
251.1129	4.5900	overt	246.6900	257140	私は君のために死んじゃってもいいって言ってるんじゃないよ
256.9929	6.4800	overt	252.5700	263161	そこに恋愛感情って名前をつけるのは自由だけどそこに恋愛過剰って名前をつけるのは不自由だよ
267.3429	3.9300	overt	262.9200	273759	恋人をジジェ打ってインターホンを鳴らしたのは
271.8729	3.8700	overt	267.4500	278398	名乗ってインターホンを鳴らしたのは君のはずなんだけどな
276.7029	5.9400	overt	272.2800	283344	そのインターホンを鳴らした時にも言ったでしょう私が恋人のままかどうかは君の意思にもよるんだからね
283.3329	8.5200	overt	278.9100	290133	その言葉はちょっと違った気もするけどなそれで君は結局何者なの君は結局私に何者で会ってほしいの
292.9029	4.7100	overt	288.4800	299933	まあ少なくとも天使っぽい君の方がかわいいと思うよそうでしょう
298.2729	6.0000	overt	293.8500	305431	言葉にできるのは考えてることのほんの一かけらセリフにならないことばっかりなんだからさ
305.0829	3.4200	overt	300.6600	312405	役目なんてつけなくてもいいじゃん
309.5829	6.3300	overt	305.1600	317013	彼女は最後までよくわからないことを言って聞いたことには答えない答えてくれないらしい
316.7829	5.2200	overt	312.3600	324386	それでも嫌だからこそ彼女の背中には透明な羽が見えた気がした
322.7229	1.6500	overt	318.3000	330468	じゃあ朝焼けを見に行こうか
