onset	duration	trial_type	wav_onset	sample	value
6.7402	6.2360	listening	6.7860	8088	一層やる気になった悪魔は勇々と牧場の方まで歩いていきました
14.1002	6.7480	listening	14.1460	16920	そして牧場の草を魔法でカチカチに固めて草刈りをできなくしてしまいました
24.6922	2.0760	listening	24.7380	29631	イワンは馬小屋で眠りました
28.2762	3.9960	listening	28.3220	33931	朝になると釜を研いで牧場へ草刈りに出かけました
33.5882	2.0760	listening	33.6340	40306	しかしどうしたことでしょう
36.5962	5.2760	listening	36.6420	43915	釜を振るとガチンという音を立てて歯が曲がってしまいました
43.1562	4.0600	listening	43.2020	51787	イワンは歯が曲がった窯を我慢しながら使い続けましたが
47.7322	4.4120	listening	47.7780	57279	あまりにも切れ味が悪いのでとうとしびれを切らしてしまいました
53.3642	2.1720	listening	53.4100	64037	これじゃ仕事にならないや
56.7562	1.7880	listening	56.8020	68107	カマを研ぐ道具を持ってこよう
59.6682	4.3480	listening	59.7140	71602	たとえイチ週間かかったって僕はこの草を刈り切ってやるんだ
65.7482	2.8760	listening	65.7940	78898	第一の悪魔はそれを聞いて考えました
70.1962	11.6440	listening	70.2420	84235	ニワンのやつなんて我慢強いんだこんなやり方じゃとてもこのバカをやっつけることはできないぞ何か他のやり方を考えないと
84.6282	4.7000	listening	84.6740	101554	イワンは家に帰って窯を研ぎまた草を刈り始めました
90.8042	4.9240	listening	90.8500	108965	悪魔は土の中へ潜り込みイワンの窯を引っ張って邪魔をしました
97.0442	2.4920	listening	97.0900	116453	どうも今日は調子が悪いな
100.2442	1.7880	listening	100.2900	120293	カマが重たく感じるぞ
103.7002	5.0840	listening	103.7460	124440	イワンは少しおかしいと思いましたが悪魔のことには気づきません
109.9722	4.2200	listening	110.0180	131967	持ち前の馬鹿力で牧場の草を刈り終えてしまいました
115.4762	2.9080	listening	115.5220	138571	このまま沼の方に吐いている草も飼ってしまおう
119.3162	3.4840	listening	119.3620	143179	イワンは張り切ってさらに仕事をしようとしています
123.8922	5.1800	listening	123.9380	148671	その様子を見た第一の悪魔はとても驚いてこう考えました
130.5482	3.9960	listening	130.5940	156658	あんなに邪魔をしてやったのにまだ働くのか
135.1562	5.5000	listening	135.2020	162187	よしそっちがその気なら俺も負けないぞ
142.4522	3.7080	listening	142.4980	170943	イワンはやがて沼へやってきて草刈りを始めました
148.3722	6.4600	listening	148.4180	178047	沼の周りにはあまり草が生えていませんでしたがやはりカマが思うように動きません
156.3402	3.4200	listening	156.3860	187608	悪魔が必死になって釜をつかんでいるからです
162.0682	3.6760	listening	162.1140	194482	イワンはありったけの力を込めて釜を振り始めました
166.9962	5.0200	listening	167.0420	200395	やがて悪魔はイワンの力に負けカマをつかんではいられなくなりました
173.4602	6.0440	listening	173.5060	208152	草むらの中にひっくり返った拍子に尻尾を半分刈り取られてしまったのです
182.5802	4.0600	listening	182.6260	219096	そうやられたこうなったな
