onset	duration	trial_type	wav_onset	sample	value
102.3863	1.3080	listening	102.3380	122864	フォークの様子か
105.0017	5.0000	covert	n/a	126002	多くのユースが
337.6183	1.7560	listening	337.5700	405142	舞台のスポットライトか
347.2542	5.0000	covert	n/a	416705	舞台のスポットライトか
356.4343	1.2120	listening	356.3860	427721	カメラのフラッシュか
435.6833	5.0000	covert	n/a	522820	カメラのフラッシュかそれとも
442.6423	1.7560	listening	442.5940	531171	どこからの光でもない
455.1242	5.0000	covert	n/a	546149	どこからの光でもない光に目を細く
647.6343	4.5720	listening	647.5860	777161	止めるのはスーパースター法執行人がやることだ
665.3825	5.0000	covert	n/a	798459	止めるのはスーパースター法執行人がやることだとして
672.8503	1.9160	listening	672.8020	807420	嘘みたいな事件を解決する
676.2423	1.1480	listening	676.1940	811491	スーパースタート
712.0650	5.0000	covert	n/a	854478	嘘みたいな事件を解決するスーパースタート法
719.0263	5.0200	listening	718.9780	862832	おしっこにって言葉が聞こえたがその並びで聞くとなんだか変だな
725.7217	5.0000	covert	n/a	870866	おしっこ人って言葉が聞こえたがその並びで聞くとなんだか変だな
736.1783	1.4360	listening	736.1300	883414	並びは完璧だろう
798.0942	5.0000	covert	n/a	957713	何を言ってるんだ並びは完璧だろう
807.9863	2.1080	listening	807.9380	969584	ロックスター政治家とハーブズ
819.6883	5.0000	covert	n/a	983626	ロックスター政治家とハーブズリー
826.7383	1.4040	listening	826.6900	992086	宇宙みたいにさ
829.1063	2.5880	listening	829.0580	994928	お前が死に物狂いで手に入れたスーパースター
893.2283	5.0000	covert	n/a	1071874	お前が死に物狂いで手に入れたスーパーステージ
900.2423	1.4360	listening	900.1940	1080291	ただの知恵を受け入れるんだ
907.2525	5.0000	covert	n/a	1088703	あなたの知恵を受け入れるんだ
914.2583	4.1560	listening	914.2100	1097110	誤解している俺はスーパースターじゃないプズだ
920.8742	5.0000	covert	n/a	1105049	誤解している俺はスーパースターじゃないプズだ
927.8583	2.8440	listening	927.8100	1113430	そうだクールでグズのスーパースター
931.6343	1.2440	listening	931.5860	1117961	落ちぶれた
935.9467	5.0000	covert	n/a	1123136	そうだ、クールでグズなスーパースター落ちぶれた
950.1825	5.0000	covert	n/a	1140219	デカゲージ
958.6103	3.6120	listening	958.5620	1150332	パラームロッキーバイイカした崖っぷちの
964.5017	5.0000	covert	n/a	1157402	カラームロッキーバイイカシタガケプチノド
971.4743	1.1160	listening	971.4260	1165769	ディスコケージ
973.4583	3.0360	listening	973.4100	1168150	馬鹿げた空想の世界に引っ込もう
978.5075	5.0000	covert	n/a	1174209	ディスコ刑事馬鹿げた空想の世界に引っ込もう
985.4903	2.2360	listening	985.4420	1182588	よしやるぞカメラ照明
992.0908	5.0000	covert	n/a	1190509	よし、やるぞ。カメラ照明。
999.7943	3.9640	listening	999.7460	1199753	突然の線香とともに周囲の世界が凍りつく
1005.9350	5.0000	covert	n/a	1207122	突然の閃光とともに周囲の世界が凍りつく
1013.6823	3.0040	listening	1013.6340	1216419	象徴的なモノクロームの容液の中で
1170.2667	5.0000	covert	n/a	1404320	前も象徴的なモノクロームの領域の中で
1177.5543	4.6680	listening	1177.5060	1413065	画像化されたオレンジ色の世界その対局をなす黒いシルエット
1184.2525	5.0000	covert	n/a	1421103	画像化されたオレンジ色の世界、その対極をなす黒いシルエット
1191.5383	1.1160	listening	1191.4900	1429846	それは成功だ
1199.1725	5.0000	covert	n/a	1439007	撮影は成功だ
1208.0183	2.7800	listening	1207.9700	1449622	おやすいぶんアクセク働いてるな
1216.4092	5.0000	covert	n/a	1459691	おやおや、随分悪せく働いてるな
1224.1783	4.2200	listening	1224.1300	1469014	そうだともお前は頑張ってる稼ぎ頭だからな
1231.0842	5.0000	covert	n/a	1477301	そうだともお前は頑張ってる稼ぎ頭だからな
1239.4743	3.6120	listening	1239.4260	1487369	社会は厳しいがお前は現実を受け止めて働いている
1245.1933	5.0000	covert	n/a	1494232	社会は厳しいがお前は現実を受け止めて働いている
1259.5358	5.0000	covert	n/a	1511443	どうなんだろうなぁ多分
1268.3703	1.5320	listening	1268.3220	1522044	まるで馬だ
1274.4625	5.0000	covert	n/a	1529355	そうなんだよまるで馬だ
1281.8743	2.3320	listening	1281.8260	1538249	だしあうまだ働き詰めの
1287.6483	5.0000	covert	n/a	1545178	バッシャー馬だ働き爪の
1295.8903	3.7720	listening	1295.8420	1555068	自分を見てみろよ
1301.6083	5.0000	covert	n/a	1561930	自分を見てみろよまるで歩く細い
1310.4183	3.1960	listening	1310.3700	1572502	息を吹き返して以来割れたアスファルトを
1315.6450	5.0000	covert	n/a	1578774	息を吹き返して以来割れたアスファルトを
1322.7383	1.1800	listening	1322.6900	1587286	モザイクタイル
1324.9783	2.6520	listening	1324.9300	1589974	ルノリウムの上をにじめます
1329.6483	5.0000	covert	n/a	1595578	モザイクタイル砂リノリウムの上を20万
1336.7223	1.4040	listening	1336.6740	1604067	歩いたんじゃないか
1339.6983	1.9480	listening	1339.6500	1607638	絶対に諦めない頑張れや
