filename	acq_time
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-01_eeg.edf	2025-07-01T13:40:40
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-02_eeg.edf	2025-07-01T13:46:38
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-03_eeg.edf	2025-07-01T13:50:30
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-04_eeg.edf	2025-07-01T13:55:22
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-05_eeg.edf	2025-07-01T14:02:28
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-06_eeg.edf	2025-07-01T14:10:34
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-07_eeg.edf	2025-07-01T14:15:21
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-08_eeg.edf	2025-07-01T14:20:58
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-09_eeg.edf	2025-07-01T14:26:24
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-10_eeg.edf	2025-07-01T14:34:25
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-11_eeg.edf	2025-07-01T14:42:24
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-12_eeg.edf	2025-07-01T14:51:08
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-13_eeg.edf	2025-07-01T14:59:41
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-14_eeg.edf	2025-07-01T15:07:20
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-15_eeg.edf	2025-07-01T15:14:21
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-16_eeg.edf	2025-07-01T15:24:24
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-17_eeg.edf	2025-07-01T15:32:35
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-18_eeg.edf	2025-07-01T16:20:14
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-19_eeg.edf	2025-07-01T16:29:41
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-20_eeg.edf	2025-07-01T16:50:48
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-21_eeg.edf	2025-07-01T17:02:31
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-22_eeg.edf	2025-07-01T17:13:50
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-23_eeg.edf	2025-07-01T17:21:04
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-24_eeg.edf	2025-07-01T17:28:44
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-25_eeg.edf	2025-07-01T17:40:12
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-26_eeg.edf	2025-07-01T17:49:20
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-27_eeg.edf	2025-07-01T18:01:46
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-28_eeg.edf	2025-07-01T18:10:03
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-29_eeg.edf	2025-07-01T18:16:27
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-30_eeg.edf	2025-07-01T18:36:03
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-31_eeg.edf	2025-07-01T18:42:20
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-32_eeg.edf	2025-07-01T18:53:37
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-33_eeg.edf	2025-07-01T19:04:25
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-34_eeg.edf	2025-07-01T19:11:47
eeg/sub-02_ses-20250701_task-speechopen_acq-pangolin_run-35_eeg.edf	2025-07-01T19:17:15
