onset	duration	trial_type	wav_onset	sample	value
270.1442	5.2500	overt	270.1200	324173	シェーガを写真を使って過去に飛ぶことを決めた僕はまず写真館へ向かった
276.0842	4.2000	overt	276.0600	331301	過去に飛ぶのと現在にいたのと同じ場所に着く
283.1042	3.9300	overt	283.0800	339725	未来の僕が話していたニつ目のルールがあるからだ
303.3842	8.4600	overt	303.3600	364061	内木君約束だよ必ずまた私と会ってこれまでのことを話してね僕がうなずくと歌葉は笑顔で答えてくれた
313.6142	10.7400	overt	313.5900	376337	そして僕は突然みんなの前姿を現すことにならないよう少し離れた場所に隠れることにしたそれから手に取った集合写真を見つめたすぐにあの感覚に
324.3542	10.7400	overt	324.3300	389225	まるで意識が写真に引け込まれていくようなそんな感覚やがて僕の意識は途絶えた
342.1442	6.5700	overt	342.1200	410573	そして僕はサン日前に戻ってくることができた週ゴ写真を撮ったあの平和なハチ月ハチ日
351.1742	18.3300	overt	351.1500	421409	そこには元気な千代ばあちゃんと宇田派の姿があった二人のことを必ず助け出さなければならない僕はすぐに行動を開始した飲んでみていいんだろう最初にやってきたのはこの地下室だ目的はもちろん一つしかない
370.7342	5.3400	overt	370.7100	444881	予想通り未来の僕はすぐ姿を現したどうしてお前がここにいる
377.9342	7.4400	overt	377.9100	453521	サン日後のハチ月ジューイチ日から来たことを話したそしてこれから起きる全ての出来事を
389.8442	11.8500	overt	389.8200	467813	神代優が犯人だとはでもそれが真実だ僕たちはこれから上白の犯行を防ぐために行動しなければならないそして僕はあらかじめ考えていた上白
401.6942	11.8500	overt	401.6700	482033	穴にかける方法を未来の僕へ提案したそしてニ日後ハチ月ジュー日の夜いよいよ上城がこの島を訪れる日がやってきた
415.4042	13.2300	overt	415.3800	498485	僕たちは山小屋の近くの木陰に隠れ神城が姿を現すのを待ったそして奴が姿を現した過去は変わっていないこれで全てうまくいくはずだ
432.0542	8.0100	overt	432.0300	518465	上城が山小屋に入ったあと地下下に降りたのを見計らって僕たちも急いでそこへ向かった
441.9842	3.6600	overt	441.9600	530381	そして地下室により外から扉を閉めた
450.3542	2.7300	overt	450.3300	540425	上白を地下室へ閉じ込めることを
453.6842	1.3800	overt	453.6600	544421	成功したのだ
455.6942	1.7100	overt	455.6700	546833	誰だ影山か
460.8842	3.3900	overt	460.8600	553061	家違います父さんや上白言う
465.1742	4.0800	overt	465.1500	558209	僕はあなたが全ての事件の黒幕であることを知っています
469.8542	16.8300	overt	469.8300	563825	それから僕は神城に自分が過去へ飛ぶ力を使い未来から来たことそして全ての真相を知っていることを話した信じられないだが確かにお前の言うことは全て真実だ神白をやけにやせると自分の罪を認めた
487.8842	5.0400	overt	487.8600	585461	この逃げ出すことができない状況ですでに諦めているのだろうか
