onset	duration	trial_type	wav_onset	sample	value
42.6175	1.7560	listening	42.6900	51141	明けた朝は寒く灰色だった
45.0815	1.5960	listening	45.1540	54098	恐ろしく寒い灰色の日
47.6735	3.9640	listening	47.7460	57208	男は遊婚川沿いの本堂から外れて高く盛り上がった土手を登った
52.4095	6.2040	listening	52.4820	62891	道筋もほとんど通らない道がそこから東へ伸びていて太い江戸松の並ぶ林を抜けている
59.8975	5.8200	listening	59.9700	71877	土手は険しく男は上まで登り詰めると時計を見るのを口実に立ち止まって一息ついた
68.3775	3.5800	listening	68.4500	82053	空には雲一つないのに太陽は出ておらず出る気配もない
72.7615	6.6520	listening	72.8340	87314	曇りでもないのにあらゆるものの表面に見えないとばりが降りて微妙な陰りが朝を暗くしていた
80.4735	3.7080	listening	80.5460	96568	これも皆太陽が出ていないせいだが男は別にそれも気にならなかった
85.0495	1.5960	listening	85.1220	102059	太陽が出ないことには慣れていた
87.5135	9.4040	listening	87.5860	105016	もう何日も太陽を見ていなかったしまだあと何日かしないとあの陽気な球体が真南の地平線上に顔を覗かせてたちまちまた姿を消すこともないはずだ
98.2335	1.9800	listening	98.3060	117880	男は北方角をさっと見返した
101.2095	4.5080	listening	101.2820	121451	ユーコン側はイチキロ半の川幅をイチメートル近い氷の下に隠している
106.5535	3.5800	listening	106.6260	127864	この氷の上に同じくイチメートル近い雪が積もっている
110.9375	4.6680	listening	111.0100	133125	何もかもが真っ白で川が凍結して詰まり氷ができたところはなだらかにうねっている
116.4095	3.1640	listening	116.4820	139691	北も南も見渡す限りどこまでも城が続く
120.1215	12.1880	listening	120.1940	144146	その中を毛のように細い線が一本だけ江戸松に覆われた島から南へ曲がりくねって伸び北にも曲がって伸びたすえにやはり江戸松に覆われた別の島の影に消えていた
133.3375	2.8760	listening	133.4100	160005	この黒い毛のような線が道である
137.0495	9.5000	listening	137.1220	164459	これが本堂であって南にはハッピャクキロチルクート峠大Eさらにその先の海まで通じており一方北はドースンまでヒャクキロちょっと
147.0655	7.5480	listening	147.1380	176479	そこからさらに北へセンゴヒャクキロ伸びてヌーリング海沿岸のセントマイケルにたどり着くベーリング海沿岸のセントマイケルにたどり着く
155.6735	11.6440	listening	155.7460	186808	だがこうした延々と伸びる毛のように細い神秘的な道も空に太陽が出ていないこともすさまじい寒さもそうした何もかもの不思議さ機械さも男には何の感銘も与えなかった
168.5375	5.1160	listening	168.6100	202245	もう慣れっこになっていたからではない男はこの地ではちちゃあ子死ん残物
340.3775	2.7800	listening	340.4500	408453	ここで冬を過ごすのはこれが初めてだった
344.0255	2.6200	listening	344.0980	412831	男の問題点は想像力を変えていることだった
347.7055	9.6920	listening	347.7780	417247	人生の様々な事柄を処する上では迅速であり抜かりなかったがあくまでそれは事柄自体に関してであってそれらの意味については頭が働かない
358.2975	4.3160	listening	358.3700	429957	歌詞でレーかゴジュー度といえば氷点のハチジュー何度かしたということである
363.4495	5.7560	listening	363.5220	436139	その事実は寒くて不快という思いを男の頭の中に生じさせたがそれだけだった
370.2975	17.2440	listening	370.3700	444357	そこから発展して体温を有する一定の暑さ寒さの狭い範囲の中でしか生きられない生き物としての自分のもろさあるいは人間一般のもろさに考えがいたりはしなかったさらにそこから不死であるとか宇宙における人間の位置であるとかいった観念の領域に思いをめらすこともなかった
388.8255	11.0680	listening	388.8980	466591	レーかゴジュー度とは痛みを伴う刀匠を意味しミトンの手袋や耳覆いや温かいモカシンシカガワグツや熱い靴下によって防衛する必要を意味する
401.0175	3.2920	listening	401.0900	481221	男にとってレーかゴジュー度はまさしくレーかゴジュー度でしかなかった
405.1135	3.9000	listening	405.1860	486136	そこにそれ以上の意味があるなどという思いはおよそ脳裏に浮かばなかった
410.1375	3.7080	listening	410.2100	492165	先へ進もうと前に向き直りながら男は考えぶ加減につばを吐いた
414.4255	3.4520	listening	414.4980	497311	パチンと鋭いはじけるような音がして男を驚かせた
418.5855	5.1480	listening	418.6580	502303	もう一度つばを吐いた今度もまた空中で雪に落ちる前にはじけた
424.8575	5.3720	listening	424.9300	509829	レーかゴジュー度でツバが雪の上ではじけることは男も知っていたがこのツバは空中で弾けたのだ
431.0015	2.3960	listening	431.0740	517202	これはどう見てもレーかゴジュー度より寒い
434.3295	4.2840	listening	434.4020	521195	ゴジュー度よりどれくらい寒いかは分からないだが温度などどうでもよかった
