onset	duration	trial_type	wav_onset	sample	value
45.2270	1.2000	overt	41.3100	46312	終わった時
47.2370	10.9200	overt	43.3200	48371	大義はシェルターの一つの出口のところで真面目な顔をして平然と兵士たちを待っていた彼にこの出来事について誰もほんのわずかでも冗談めいたことは言わなかったし
58.7870	3.6900	overt	54.8700	60198	単位も自分からそのことについて再び話そうとはしなかった
62.9870	4.9200	overt	59.0700	64499	あのたたき上げの分層の落ち着いた様子を思い出し
68.5070	4.4100	overt	64.5900	70151	勝位は銃撃のさなかでの平成さには
73.6070	7.7100	overt	69.6900	75374	ニつのタイプがあることに思いたりこの体は深底怖がっていたのだと結論した
82.0670	5.2800	overt	78.1500	84037	さて我らが松井殿の困ったことになったねこれが戦争といえば
88.2770	7.0500	overt	84.3600	90396	いたしかたないがタイは正面から親身になって心配しているような微笑みを浮かべてじっと見つめていた
95.8370	6.9600	overt	91.9200	98137	君も含め我が軍の士官は対ゲリラ戦の規則を守らなければいかんことを全然分かっていないようだ
103.7270	4.5900	overt	99.8100	106216	一人一人の兵士は先を行く者の足跡の上を歩かねばなら
108.8870	1.7700	overt	104.9700	111500	歩かなければいかんのだ
116.5970	4.5900	overt	112.6800	119395	内心怒りに震えたここに至ってもなお火をとがめられるとは
121.7870	5.3400	overt	117.8700	124710	こいつは俺がこんな状態でも敬礼して国家でも復讐しろというのか
128.1170	6.3300	overt	124.2000	131192	しかし小さな声でつぶやくだけにとどめた態度のこの道に地雷があるとは思わなかったんです
135.1070	8.1900	overt	131.1900	138350	いつものルーティンかい敵がその隙につけ込むんだよ考えようによっては我らが将位殿は運が良かったと言えないこともない
143.8970	4.5000	overt	139.9800	147351	この手の原圧式の時代はそんなにはないからね
149.1470	3.9900	overt	145.2300	152727	深呼吸し諦めたようなしぐさをちょっとしてから
153.8570	3.6900	overt	149.9400	157550	松井の肩に手を置き分かりきったようなセリフを吐いた
158.1170	5.6700	overt	154.2000	161912	今大事なことは落ち着くことだきっと大丈夫だ戦場での連帯感のことん
164.5670	2.2200	overt	160.6500	168517	のこもった深いまなざしで
167.2970	12.7200	overt	163.3800	171312	将位を見つめてから言った我らが勝利は分かると思うがこの出来事で戦闘部隊全員を残しておくわけにはいかない何人かは残すが他は筆頭の軍曹が
180.5570	13.1700	overt	176.6400	184890	指揮して降軍を続けさせるそして丁寧に倒礼してから勝位に背を向けた態度のすぐ戻る態度のなんだ爆発物処理班は来ないのですか
194.5970	5.9400	overt	190.6800	199267	ちょっとした問題があってなだが心配はしているからそれに必要とあれば
201.1070	1.5000	overt	197.1900	205934	時代は俺が処理する
204.4670	7.9500	overt	200.5500	209374	それからすぐにタイはもう一度道の真ん中に戻り兵士たちの間で直立姿勢を取った
212.9570	8.2200	overt	209.0400	218068	ちょっと間を置いて進めとでも言うように腕を振ったすると部隊の部隊は黒人の案内人を先頭にゆっくりと
221.9870	2.8200	overt	218.0700	227315	先行進を始めた
235.6670	12.5100	overt	231.7500	241323	男たちは一人ずつジャングルの道の端が高くなっているところを乗り越えカサカサという音を立てながら草や枝の表面を揺らして茂みの中に姿を
249.1070	3.2100	overt	245.1900	255086	そしてずっと先の方の
252.9170	3.1200	overt	249.0000	258987	砂地の道に沿って再び姿を現した
256.8470	4.3500	overt	252.9300	263011	遠くから松井の正面方向を横切る時
262.1270	14.5500	overt	258.2100	268418	兵士の多くのものは安心させるようなあるいは同情を示すようなしぐさの挨拶をして遠ざかっていった松井殿がってくださいしょういどのとでも言うようにやがて
277.7270	12.9300	overt	273.8100	284392	対立の最後尾がこちらに合図して遠くに見えなくなったまだしばらくの間は勝位は感覚が遠ぎ澄まされていたのでその下に道が通っているはずの
293.8070	5.0400	overt	289.8900	300858	の上の方に兵士たちが立ち上げるわずかなほこりの雲を生み出すことができた
299.4770	10.8000	overt	295.5600	306664	そしてタイが再び彼のそばに寄ってきてその注意をそらすことがなかったならばもちろんかすかな話し声や金属音なども聞くことができたはずである
330.3170	18.6900	overt	326.4000	338245	分かるか東大は話し始めたどれだけ用心しても更新中の部隊は常に気配を遅から自由に巻き散らしてしまうだからいつだって向こう側から攻撃してくる奴らに有利なのさ要するに言いたいな
350.2070	2.2200	overt	346.2900	358612	軍医と看護兵は
352.9970	2.7600	overt	349.0800	361469	すなちに座り込んで道の真ん中に
357.1970	5.4600	overt	353.2800	365770	突き刺さったようになった松居や行ったり来たりするタイから目を離さなかった
363.2570	2.8200	overt	359.3400	371975	軍医が勝利に合図すると
367.1870	3.7800	overt	363.2700	375999	その距離からははっきりしなかったが
371.5670	2.2500	overt	367.6500	380485	口元が斜めにゆがんだような返事があった
375.0170	4.4100	overt	371.1000	384017	タイがニ人に近づくことを堅じていたので軍医は勝意を
379.9370	4.0800	overt	376.0200	389055	助けたくても完全に無力であることにもどかしさを感じていた
384.6470	3.3600	overt	380.7300	393879	元気づける全てさえ思い至らないのだ
388.6670	2.7300	overt	384.7500	397995	隊が通りかかった時に軍医は訪ねた
391.9970	7.1100	overt	388.0800	401405	態度のどうですかなんとかなるだろうと口こもるようにタイはいいヘリの方へ歩いていった
399.9470	4.5900	overt	396.0300	409546	軍医はふざけてまぬけなふりをして気になってしまうんじゃないかと
405.7070	2.5500	overt	401.7900	415444	ないかとか冗談を大声で言った
410.0270	3.1200	overt	406.1100	419868	その白々しさにみんな気まずい思いがした
413.7470	4.2300	overt	409.8300	423677	しかし王位は力を振り絞って向こうから答えてきた
420.1370	2.5200	overt	416.2200	430220	俺の望みはお前がここに来ることだ
423.1670	1.8900	overt	419.2500	433323	返事はすでにお決まりとなった
425.6870	3.9000	overt	421.7700	435903	落ち着いて松井殿の落ち着いてくださいであったが
430.2470	7.5300	overt	426.3300	440573	けれど勝位は疲れていた両肩が重く頭を支えるのがつらく太陽の照り返しに我慢ができなくなっていた
438.8870	3.7500	overt	434.9700	449420	Gサン自動小銃で過労して身を支えていた
443.4470	3.9000	overt	439.5300	454090	もし俺の足がしぶれてしまったら日射病になったら
447.9170	5.0100	overt	444.0000	458667	足がつったりしたら目を閉じて歯を食いしばりゆっくりとした時間の
453.7370	1.0800	overt	449.8200	464627	経過とともに
455.7170	4.6200	overt	451.8000	466654	血が脈打つリズムに合わせ死が近づいてくるのに醤油が炊いた
462.0170	11.8500	overt	458.1000	473105	離れたところで兵士たちが大声で話していたあるものは靴に油を差し込み重しを置いて地面にきっちり固定してから最新の注意を払ってブーツを脱ぐという方法や
474.5570	3.2400	overt	470.6400	485946	他のものは石でおもしをした鉄板は足の
478.7870	4.8600	overt	474.8700	490278	周囲に敷き詰めれば地雷を押さえ込めるのではない
485.1770	2.0400	overt	481.2600	496821	ではなどと話し合っていた
513.4070	1.6500	overt	509.4900	525729	単位が通るとき
515.5970	4.7400	overt	511.6800	527971	おい黙れと軍曹が命じたが兵士の言ったことを隊員が聞いていた
520.9070	5.2500	overt	516.9900	533409	よく聞けよと対応と鳴ったお前はよっぽど賢いと思ってるんだな違うかい
526.6970	2.7000	overt	522.7800	539338	こういうことが起きるのは初めてだと思っているのか
529.9670	10.8000	overt	526.0500	542686	大発見をしたわけだそのおめでたい方法を実行に移して問題を解決してやろうってわけだならばやってみろおい恥ずかしがることないから行けよ地雷を手にかけて
541.8170	11.9100	overt	537.9000	554821	我らが松井殿を助けてやれほら兵士は黙ったまま気をつけの姿勢をとっていたが耳まで顔を真っ赤にして盗惑して目をパチパチさせなさけない状態だった
554.6270	1.7400	overt	550.7100	567938	他に誰か
557.4770	4.9800	overt	553.5600	570856	言いたいことのあるおりぽうさんはいるかと対は兵士たちをにらみつけていった
564.3770	14.5200	overt	560.4600	577922	無駄口をこれ以上叩くんじゃないそれからヘルの隊員と相談してからショーイのそばに戻ってきたがちょっと前に隊員が離れていった時に感じた不安とは正反対の何やら嫌な感じがした
579.5870	7.5300	overt	575.6700	593497	ヘリはその間にガサガサというつむじ風を立て始めサバンナからニサンメートル
590.9570	12.5100	overt	587.0400	605140	土を当たり一面に吹き散らしながらその上空で旋回し経緯を表するような動きをしてから遠くに去ってやがて空中の小さな点になった
604.1570	2.1000	overt	600.2400	618657	タイがもう一度そばに来ていたが
607.6670	4.3500	overt	603.7500	622251	勝位は取り残されたような非常に嫌な感じにとらわれた
613.0970	3.4200	overt	609.1800	627811	今度はタイは手に細い棒を持っていて
617.5070	5.5200	overt	613.5900	632327	靴のつま先を面倒そうにめんどくさそうにはたいていた
623.8970	3.6300	overt	619.9800	638871	向こうでは部隊の兵士たちから
628.3970	2.1900	overt	624.4800	643479	ちょっと離れてグン糸
633.3770	5.4900	overt	629.4600	648578	五丁が短歌に腰を下ろし深刻そうな顔つきでタバコを吸っていた
639.4070	4.3200	overt	635.4900	654753	さて我らが松井殿堂どうだね具合はご覧の通りですタイ殿
646.4870	1.4700	overt	642.5700	662003	数日前に
648.5570	4.8000	overt	644.6400	664122	商工クラブで誰かの誕生日を祝っていた時に
654.3170	12.0300	overt	650.4000	670021	軍将位があの体を知っていると言い始めたあいつはひどいやつだぜとすでにかなり酔いが回った覚えでどなったけどマフラじゃやつのことを知らない者はいない
667.4570	5.8500	overt	663.5400	683476	彼が言うにはその頃は対はまだ注意で第ニ課程の作戦共感だった
673.9970	2.1900	overt	670.0800	690173	マフラーにいたあのでっかい犬
677.6870	2.4300	overt	673.7700	693951	舞台の演習に
681.0770	1.5600	overt	677.1600	697423	いつもくっついていた
683.5070	5.0700	overt	679.5900	699911	おとなしくて人懐っこい犬のことは覚えているだろうやつはある時心平に
689.0870	4.5900	overt	685.1700	705625	命じて犬を捕まえて射撃場の標的のそばにつながせたのさ
694.7270	4.8600	overt	690.8100	711400	そうしておいて歯官候補生に犬を標的にして撃つよ命じたんだ
