onset	duration	trial_type	wav_onset	sample	value
44.1233	3.5100	overt	44.1600	52948	グレゴリーはあまりびっくりしたのでしばらく返事ができなかった
48.6533	9.0000	overt	48.6900	58384	帽子も取らずバカみたいな表情をかべて入口に突っ立っていたシェパードが弱々しく微笑んだなぜドアを閉めん
58.4033	10.1400	overt	58.4400	70084	無言劇がいささかながく続きすぎた頃ようやく彼が口を開いた落ち着きを取り戻したグレゴリーは封筒をかけると
104.0333	3.9600	overt	104.0700	124840	主任警部と握手をし期待を込めた目で彼を見た
109.7333	13.5000	overt	109.7700	131680	シスのところで君が何をやらかしたのかそれを探り出しに来たんだと言ってシェバードは再びデスクに向かって座り今まで読んでいた本に肘をついた
124.3133	2.6400	overt	124.3500	149176	主任警部は普段
128.3333	10.3650	overt	128.3700	154000	道理の静かな口調でしゃべっただがグレゴリーはやらかしたという言葉にひみくな調子が込められたのを見破った
138.6983	10.3650	overt	138.7350	166438	でも主任警部彼はしたたらずな言い方をした興味があるんでしたらそう言っとくべきですよ
150.1133	16.6200	overt	150.1500	180136	電話をしましたのにだからといってこうして会うのが嫌だなんて言ってるんじゃありませんもちろんでもどうしてわざわざこんな面倒なことをしたんですシェパードはしかし彼にしまいまでしゃべらせはしなかった
167.2433	5.9400	overt	167.2800	200692	明らかに彼はグレゴリーの行動を見抜いていただからそれとなく
175.8833	3.3600	overt	175.9200	211060	死だねで言葉の本流を遮ったのだ
203.7833	3.1800	overt	203.8200	244540	しぐさで言葉を遮ったのだ
208.1933	8.9700	overt	208.2300	249832	鬼ごっこはやめにしよう警部補私が話を聞きにここへ来たんじゃないことぐらい分かっているはずだ
218.4533	11.7900	overt	218.4900	262144	今夜君はヘマをやったひどい暇をだ例の電話を一本たくらんだ時だそう君がシスのいるところへかかってきた電話のことだ
234.9833	7.5600	overt	235.0200	281980	グレグソンに死体が発見されたと言ってシスに電話をかけさせたろう
245.7533	7.8900	overt	245.7900	294904	そうすりゃ彼の反応が見られるからなだがそっちが解釈を始める前にあえて憶測を言わせてもらえば
254.9633	4.8900	overt	255.0000	305956	小細工を楼するようなことは何もやらなかったというつもりだろう
264.5033	1.5600	overt	264.5400	317404	どうだ違うか
266.7533	9.7200	overt	266.7900	320104	主任警部の最後の言葉はどけを含んでいたションボリーと冷たい手をこすりながらグレゴリーは椅子をまたいで腰を下ろしつぶやいた
279.3533	12.5400	overt	279.3900	335224	さっきまでの情絶はすっかり影を潜めてしまったらしいシェパードがプレイヤーの箱を彼の方へ押しやり自分も一本抜き取って続けた
292.9733	8.7900	overt	293.0100	351568	つまらん小細工だグレゴリー古いんだよやり方が分かっておらんらしいなロクスポところがしすわ知っている
302.6933	4.8000	overt	302.7300	363232	君に疑われていることだでなくても明日は知る
308.1533	7.0500	overt	308.1900	369784	どっちにしても同じことだがそれに彼を引っ掛けるために君が電話の件を仕組んだことも
317.2133	12.4800	overt	317.2500	380656	知るぞ彼に君が正しいとしてもだということは彼が犯人か共犯かということだが親切にも彼にわざわざ警告してやったようなもんだ
330.4433	4.9500	overt	330.4800	396532	こういうことをやるようじゃ君は気づいていないんじゃないのか
335.9933	11.1000	overt	336.0300	403192	今度の犯人くらい用心深いやつだったらそういう明けすけな警告をされたらジュー倍も警戒するようになるということだ
348.1133	10.2000	overt	348.1500	417736	グレゴリーはしきり熱目を噛んでいるだけで何も言わなかったシェパードは静かな穏やかな口調で続けた
360.9233	3.6900	overt	360.9600	433108	ただそれは眉間に古く刻まれた手話
365.3633	2.0400	overt	365.4000	438436	とはそうぐはなかった
383.8433	3.1500	overt	383.8800	460612	作戦計画を詳しく話してくれよ
390.2633	9.0000	overt	390.3000	468316	俺をくれまいとそれは君の勝手だ私に代わって捜査を担当してくれる幹部諸君の自主制を
400.1933	3.5400	overt	400.2300	480232	私はできる限り尊重するようにしているからだ
404.6633	8.6100	overt	404.7000	485596	それにしてもだシスが一シスが怪しいと一言私に言ってくれなかったのは誠にもって残念だ
468.2333	14.5800	overt	468.2700	561880	作戦計画を詳しく話してくれようとくれまいとそれは君の勝手だ私に代わって捜査を担当してくれる幹部諸君の実勢を私はできる限り尊重するようにしているからだそれにしてもだシスが一部
482.8133	14.5800	overt	482.8500	579376	怪しいと一言私に言ってくれなかったのは誠にもって残念だ彼について話してやれることがかなりあったんだ彼の上司としてではなく長年の知り合いとしてだ
